title,item_code,division_id,vendor_id,status,mrp,barcode,brand,created_at,updated_at,category_id,section_id,,
AMERICA BODY SPRAY NIGHT 150ML,BM11496,FMCG H&B,Nepal Overseas Marketing P. Ltd,Non Extinct,259,25929150902,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
AMERICA PERFUME SPRAY COLORS 50ML,BM11502,FMCG H&B,Nepal Overseas Marketing P. Ltd,Non Extinct,387,25929152203,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
NONG SHIM SHRIMP FLAVOURED CHIPS 75G,BM32394,FMCG FOOD,Jay Bhole Baba International\Sudin Int'l\Ant Collection\ Jay Shambhu Intl,Non Extinct,124,8.80104E+12,,6/20/2017 10:56,6/20/2017 10:56,,SNACKS/SAVOURIES,,
NON SHIM SEAFOODS RANYUN NOODLES 125G,BM3883,FMCG FOOD,Jay Bhole Baba International\Sudin Int'l\Ant Collection\ Jay Shambhu Intl,Non Extinct,132,8.80104E+12,,6/20/2017 10:56,6/20/2017 10:56,,NOODLES & SOUP,,
REVLON DARKEST BROWN-3N (2012),BM61109,FMCG H&B,Anita Trading,Non Extinct,304,8.90266E+12,,6/20/2017 10:56,6/20/2017 10:56,,HAIR CARE,,
GATSBY STYLING WAX POWER & SPIKES 75G,BM12051,FMCG H&B,Amlesh Enterprises \ A.D. Trade Link,Non Extinct,184,8.99222E+12,,6/20/2017 10:56,6/20/2017 10:56,,HAIR CARE,,
BAMBINO MEAT MASALA 40G,BM60668,STAPLE,Ambuj International,Non Extinct,40,8.90124E+12,,6/20/2017 10:56,6/20/2017 10:56,,SPICES,,
TANGO CHOCOLATE BAR HAZELNUT 200GM,BM2844,FMCG FOOD,Khetan Overseas\Nikhil & Brothers\Suprime Mktg\Basanta Chemicals,Non Extinct,280,9.55603E+12,,6/20/2017 10:56,6/20/2017 10:56,,CONFECTIONARY,,
RIPENSA DANISH COOKIES 454G TIN LIGHT BLUE,BM63460,FMCG FOOD,Khetan Overseas\Nikhil & Brothers\Suprime Mktg\Basanta Chemicals,Non Extinct,595,77330203098,,6/20/2017 10:56,6/20/2017 10:56,,BISCUITS,,
CREATIVES SCIENCE QUIZ 824,BM15732,HWPFL,Raja Ram \ Priya Trade Link,Extinct,342,8.90187E+12,,6/20/2017 10:56,6/20/2017 10:56,,PLAY,,
SMINT STRAWBERRY FLAVOUR 6.4G,BM67821,FMCG FOOD,Sayami tradlink pvt ltd Perfetti,Non Extinct,80,8.90139E+12,,6/20/2017 10:56,6/20/2017 10:56,,CONFECTIONARY,,
CREATIVES LETS LEARN ABOUT  FOOD 529,BM15669,HWPFL,Raja Ram \ Priya Trade Link,Extinct,115,8.90187E+12,,6/20/2017 10:56,6/20/2017 10:56,,PLAY,,
CREATIVES LEARN ABC THE JIGSAW WAY 726,BM15664,HWPFL,Raja Ram \ Priya Trade Link,Extinct,318,8.90187E+12,,6/20/2017 10:56,6/20/2017 10:56,,PLAY,,
CREATIVES KNOW YOUR WORLD 100PCS 721,BM15663,HWPFL,Raja Ram \ Priya Trade Link,Extinct,388,8.90187E+12,,6/20/2017 10:56,6/20/2017 10:56,,PLAY,,
TANGO CHOCOLATE BAR HAZELNUT 50G,BM2841,FMCG FOOD,Khetan Overseas\Nikhil & Brothers\Suprime Mktg\Basanta Chemicals,Non Extinct,70,9.55603E+12,,6/20/2017 10:56,6/20/2017 10:56,,CONFECTIONARY,,
REVLON TG FOUNDATION ROSE MIST 20ML,BM61123,FMCG H&B,Anita Trading,Non Extinct,448,8.90266E+12,,6/20/2017 10:56,6/20/2017 10:56,,SKIN CARE,,
MITU BABY POWDER FLORAL 50 GM,BM67855,FMCG H&B,Sayami tradlink pvt ltd,Non Extinct,75,8.99275E+12,,6/20/2017 10:56,6/20/2017 10:56,,BABY NEEDS,,
HIMALAYA BABYCARE GIFT SERIES (BASKET),BM58045,FMCG H&B,Samar Sijan Enterprises,Non Extinct,1120,8.90114E+12,,6/20/2017 10:56,6/20/2017 10:56,,BABY NEEDS,,
CREATIVES QUIZ TIME PART-2 657,BM15729,HWPFL,Raja Ram \ Priya Trade Link,Extinct,384,8.90187E+12,,6/20/2017 10:56,6/20/2017 10:56,,PLAY,,
CREATIVES ANIMAL PUZZLE NO-5 705,BM15595,HWPFL,Raja Ram \ Priya Trade Link,Extinct,230,8.90187E+12,,6/20/2017 10:56,6/20/2017 10:56,,PLAY,,
GODREJ NUPUR MEHENDI 60G,BM16519,FMCG H&B,Atlantic Enterprises Pvt.Ltd ( GODREJ ),Non Extinct,38,8.90102E+12,,6/20/2017 10:56,6/20/2017 10:56,,HAIR CARE,,
REVLON TG COMPACT POWDER IVORRY 20G,BM61141,FMCG H&B,Anita Trading,Non Extinct,784,8.90266E+12,,6/20/2017 10:56,6/20/2017 10:56,,SKIN CARE,,
CREATIVES WHATS NEXT PART-1 628,BM15762,HWPFL,Raja Ram \ Priya Trade Link,Extinct,320,8.90187E+12,,6/20/2017 10:56,6/20/2017 10:56,,PLAY,,
ECO LEMON MASK SHEET 23G,BM60813,FMCG H&B,Jay Bhole Baba International\Sudin Int'l\Ant Collection\ Jay Shambhu Intl,Non Extinct,54,8.80932E+12,,6/20/2017 10:56,6/20/2017 10:56,,SKIN CARE,,
EXCLUSIVE LIA PRIME ROSE AGARBATTI 75G,BM13308,FMCG H&H,Straina International Pvt. Ltd.,Extinct,60,8.90175E+12,,6/20/2017 10:56,6/20/2017 10:56,,PUJA NEEDS,,
LIA EXCLUSIVE CHANDANAM INCENSE STICKS 75G,BM13317,FMCG H&H,Straina International Pvt. Ltd.,Extinct,60,8.90175E+12,,6/20/2017 10:56,6/20/2017 10:56,,PUJA NEEDS,,
PARACHUTE COCONUT HAIR OIL RB 500ML,BM60259,FMCG H&B,Krishna Nepal Trading Pvt. Ltd.(MARICO),Non Extinct,232,8.9012E+12,,6/20/2017 10:56,6/20/2017 10:56,,HAIR CARE,,
PARACHUTE HAIR & CARE HERBAL 100 ML,BM60261,FMCG H&B,Krishna Nepal Trading Pvt. Ltd.(MARICO),Extinct,77,89002827,,6/20/2017 10:56,6/20/2017 10:56,,HAIR CARE,,
ROZA KERNAL SWEET CORN A10,BM57819,FMCG FOOD,Zodiac Marketing Pvt.Ltd,Extinct,460,8.85051E+12,,6/20/2017 10:56,6/20/2017 10:56,,CAN FOOD,,
ANTIQUITY RARE WHISKY 375ML,BM7495,LIQUOR & TOBACCO,Mangalam International Pvt.Ltd.,Non Extinct,731,8.90297E+12,,6/20/2017 10:56,6/20/2017 10:56,,WHISKY,,
SIGNATURE PREMIER GRAIN WHISKEY 750ML,BM54051,LIQUOR & TOBACCO,Mangalam International Pvt.Ltd.,Non Extinct,1507,8.90297E+12,,6/20/2017 10:56,6/20/2017 10:56,,WHISKY,,
MORTEIN POWER BOOSTER COILS 10 PCS,BM62790,FMCG H&H,KAP Traders Pvt. Ltd,Extinct,52,8.9014E+12,,6/20/2017 10:56,6/20/2017 10:56,,PESTICIDES/FRESHENERS,,
ROBIN BLUE LIQUID 75ML,BM62794,FMCG H&H,KAP Traders Pvt. Ltd,Extinct,30,8.9014E+12,,6/20/2017 10:56,6/20/2017 10:56,,DETERGENTS,,
GRANADUCAS PIZZA SAUCE 400GM,BM68341,FMCG FOOD,Food Line Pvt.Ltd,Non Extinct,260,8.90408E+12,,6/20/2017 10:56,6/20/2017 10:56,,SAUCE & VINEGAR,,
POMEGRANATE RED(D),BM20183,FRESH,F & V Supplier- Sunrays Trading Export & Import Pvt. Ltd.,Extinct,405,8050,,6/20/2017 10:56,6/20/2017 10:56,,FRESH FRUIT & VEGETABLE,,
ORANGE INDIA,BM20163,FRESH,F & V Supplier- Local Fruits,Extinct,135,8030,,6/20/2017 10:56,6/20/2017 10:56,,FRESH FRUIT & VEGETABLE,,
KIWI FRUIT NEPAL(D),BM20168,FRESH,R.B. Suppliers,Extinct,66,8035,,6/20/2017 10:56,6/20/2017 10:56,,FRESH FRUIT & VEGETABLE,,
CREATIVES ALL OUT 802,BM15578,HWPFL,Raja Ram \ Priya Trade Link,Extinct,588,8.90187E+12,,6/20/2017 10:56,6/20/2017 10:56,,PLAY,,
CREATIVES QUEST 826,BM15727,HWPFL,Raja Ram \ Priya Trade Link,Extinct,594,8.90187E+12,,6/20/2017 10:56,6/20/2017 10:56,,PLAY,,
PARADE TUNA FLAKES IN OIL 160GM,BM57492,FMCG FOOD,Food Line Pvt.Ltd,Non Extinct,110,8.85901E+12,,6/20/2017 10:56,6/20/2017 10:56,,CAN FOOD,,
REVLON TG COMPACT POWDER GOLD 20G,BM61142,FMCG H&B,Anita Trading,Non Extinct,784,8.90266E+12,,6/20/2017 10:56,6/20/2017 10:56,,SKIN CARE,,
REVLON TG FOUNDATION IVORRY 50 ML,BM61143,FMCG H&B,Anita Trading,Non Extinct,478,8.90266E+12,,6/20/2017 10:56,6/20/2017 10:56,,SKIN CARE,,
FAIR & LOVELY FACE WASH 100G,BM63347,FMCG H&B,Elida Nepal Limited,Non Extinct,176,8.90103E+12,,6/20/2017 10:56,6/20/2017 10:56,,SKIN CARE,,
HG ORGANIC OKRA (BHENDI) / PC,BM54248,FRESH,F & V Farmer Supplier,Extinct,30,8213,,6/20/2017 10:56,6/20/2017 10:56,,FRESH FRUIT & VEGETABLE,,
HG ORGANIC LONG SWEET CHILLI 200G,BM54246,FRESH,F & V Farmer Supplier,Extinct,30,8211,,6/20/2017 10:56,6/20/2017 10:56,,FRESH FRUIT & VEGETABLE,,
DANIMA FESTIVE PACK  800GM,BM66806,FMCG FOOD,Kunj Trading Pvt. Ltd.,Non Extinct,710,8.90606E+12,,6/20/2017 10:56,6/20/2017 10:56,,BISCUITS,,
PEDIGREE PUPPY STAGE 1 CHICKEN & MILK 400G,BM59518,FMCG FOOD,United Distributors(NEPAL) pvt.Ltd MSBT,Non Extinct,150,8.906E+12,,6/20/2017 10:56,6/20/2017 10:56,,PET FOOD,,
APPLE GALA MANANG,BM20138,FRESH,F & V Supplie - Agro Manang Pvt.Ltd,Extinct,179,8005,,6/20/2017 10:56,6/20/2017 10:56,,FRESH FRUIT & VEGETABLE,,
CHERRY KASHMIRI(D),BM20143,FRESH,R.B. Suppliers,Extinct,45,8010,,6/20/2017 10:56,6/20/2017 10:56,,FRESH FRUIT & VEGETABLE,,
HALUWABED JAPAN(D),BM20204,FRESH,G.T.FRUIT CENTER (P).LTD.,Extinct,295,8071,,6/20/2017 10:56,6/20/2017 10:56,,FRESH FRUIT & VEGETABLE,,
OLD DURBAR SCOTCH BLACK CHIMNEY WHISKY 75CL,BM66484,LIQUOR & TOBACCO,Climax Trading Pvt Ltd.,Non Extinct,2550,6.35648E+11,,6/20/2017 10:56,6/20/2017 10:56,,WHISKY,,
FRUIT SALAD BOWL(D),BM20213,FRESH,R.B. Suppliers,Extinct,30,8080,,6/20/2017 10:56,6/20/2017 10:56,,FRESH FRUIT & VEGETABLE,,
MANGO MALDA(D),BM20210,FRESH,G.T.FRUIT CENTER (P).LTD.,Extinct,120,8077,,6/20/2017 10:56,6/20/2017 10:56,,FRESH FRUIT & VEGETABLE,,
APPLE CHINA(D),BM20223,FRESH,R.B. Suppliers,Extinct,50,8090,,6/20/2017 10:56,6/20/2017 10:56,,FRESH FRUIT & VEGETABLE,,
CAROLIN SUNFLOWER OIL 2L,BM62355,STAPLE,CG Exim Nepal Pvt.Ltd.,Extinct,560,8.88817E+12,,6/20/2017 10:56,6/20/2017 10:56,,EDIBLE OIL,,
DOVE HAIR FALL RESCUE CONDITIONER 330ML,BM66913,FMCG H&B,Elida Nepal Limited,Non Extinct,300,8.85193E+12,,6/20/2017 10:56,6/20/2017 10:56,,HAIR CARE,,
CALVET CALVET BORDEAUX MERLOT CABERNET SAUVIGNON WINE 75CL,BM29775,LIQUOR & TOBACCO,Global Trading Concern P Ltd (Wine),Non Extinct,1226,3.15957E+12,,6/20/2017 10:56,6/20/2017 10:56,,WINES,,
FOGG DEO DYNAMIC BODY SPRAY 120ML,BM63349,FMCG H&B,Pratham Trade Line Pvt.Ltd. Fogg,Non Extinct,360,8.908E+12,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
FOGG DEO MAGNETIC BODY SPRAY 120ML,BM63350,FMCG H&B,Pratham Trade Line Pvt.Ltd. Fogg,Non Extinct,360,8.908E+12,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
FOGG BLUE FOREST 120ML,BM61552,FMCG H&B,Pratham Trade Line Pvt.Ltd. Fogg,Non Extinct,440,8.908E+12,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
COKE CAN REGULAR 180ML,BM67733,FMCG FOOD,Krishna Nepal Trading Pvt. Ltd. (Coke),Non Extinct,45,8.90176E+12,,6/20/2017 10:56,6/20/2017 10:56,,BEVERAGE,,
HARDYS NOTTTAGE HILL CABERNET SAUVIGNON RED 750ML,BM61731,LIQUOR & TOBACCO,Global Trading Concern P Ltd (Wine),Non Extinct,1351,9.31104E+12,,6/20/2017 10:56,6/20/2017 10:56,,WINES,,
LINDEMANS PORPHYRY SWEET WHITE 750ML,BM61733,LIQUOR & TOBACCO,Global Trading Concern P Ltd (Wine),Non Extinct,1250,9.31122E+12,,6/20/2017 10:56,6/20/2017 10:56,,WINES,,
MUNCHY CHOC-O CREAM BISCUIT VANILLA 80G,BM66239,FMCG FOOD,Khetan Overseas\Nikhil & Brothers\Suprime Mktg\Basanta Chemicals,Non Extinct,60,9.55644E+12,,6/20/2017 10:56,6/20/2017 10:56,,BISCUITS,,
REVLON FLEX SHAMPOO NORMAL-592ML 592 ML,BM61137,FMCG H&B,Anita Trading,Non Extinct,240,8.90266E+12,,6/20/2017 10:56,6/20/2017 10:56,,HAIR CARE,,
REVLON DARK BROWN 3N,BM61115,FMCG H&B,Anita Trading,Non Extinct,608,8.90266E+12,,6/20/2017 10:56,6/20/2017 10:56,,HAIR CARE,,
REVLON DEEP BURGUNDY 3DB,BM61116,FMCG H&B,Anita Trading,Non Extinct,608,8.90266E+12,,6/20/2017 10:56,6/20/2017 10:56,,HAIR CARE,,
REVLON MAHOGANY BROWN 3RB,BM61117,FMCG H&B,Anita Trading,Non Extinct,640,8.90266E+12,,6/20/2017 10:56,6/20/2017 10:56,,HAIR CARE,,
REVLON SOFT BLACK 1WN,BM61120,FMCG H&B,Anita Trading,Non Extinct,608,8.90266E+12,,6/20/2017 10:56,6/20/2017 10:56,,HAIR CARE,,
MAUSAM INDIA,BM9058,FRESH,F & V Supplier- M.B. Fruits,Non Extinct,150,2051,,6/20/2017 10:56,6/20/2017 10:56,,FRESH FRUIT & VEGETABLE,,
VEET HAIR REMOVAL NORMAL CREAM 25G,BM62800,FMCG H&B,KAP Traders Pvt. Ltd,Extinct,94,8.9014E+12,,6/20/2017 10:56,6/20/2017 10:56,,SKIN CARE,,
VEET HAIR REMOVAL CREAM NORMAL SKIN 60G,BM62801,FMCG H&B,KAP Traders Pvt. Ltd,Extinct,176,8.9014E+12,,6/20/2017 10:56,6/20/2017 10:56,,SKIN CARE,,
HAWKINS PRESSURE COOKER CL50 5LTR,BM66926,HWPFL,SANJAY CONCERN,Non Extinct,4070,8.90117E+12,,6/20/2017 10:56,6/20/2017 10:56,,HOME,,
CHAOKOH COCONUT CREAM 400ML,BM28161,FMCG FOOD,S and Suppliers \ Pratik Intl,Non Extinct,240,8.85037E+12,,6/20/2017 10:56,6/20/2017 10:56,,SAUCE & VINEGAR,,
JOY HONEY & ALMONDS BODY LOTION 100ML,BM26421,FMCG H&B,Joy Cosmetics Center,Non Extinct,104,8.90404E+12,,6/20/2017 10:56,6/20/2017 10:56,,SKIN CARE,,
FERRERO ROCHER 16 PCS 200G,BM59491,FMCG FOOD,General Marketing (FOOD),Non Extinct,975,8.0005E+12,,6/20/2017 10:56,6/20/2017 10:56,,CONFECTIONARY,,
TIC TAC MINT MOUTH FRESHNER 14.5G,BM45145,FMCG FOOD,General Marketing (FOOD),Non Extinct,20,8.0005E+12,,6/20/2017 10:56,6/20/2017 10:56,,CONFECTIONARY,,
TIC TAC  ORANGE MOUTH FRESHNER 14.5G,BM45146,FMCG FOOD,General Marketing (FOOD),Non Extinct,20,8.0005E+12,,6/20/2017 10:56,6/20/2017 10:56,,CONFECTIONARY,,
BRUT DEO SPRAY IDENTITY 200ML,BM1220,FMCG H&B,Amlesh Enterprises \ A.D. Trade Link,Non Extinct,236,3.01423E+12,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
PILLSBURY MOIST SUPREME RICH CHOCO EGG FREE CAKE MIX 270G,BM57230,FMCG FOOD,Robin Traders Pvt.Ltd,Non Extinct,228,8.90415E+12,,6/20/2017 10:56,6/20/2017 10:56,,HOME BAKE,,
PIGEON (K854) COTTON SWABS, 200 TIPS PLASTIC STEM 100 PCS/PAC,BM63268,FMCG H&B,First step distributors P.Ltd.,Non Extinct,75,4.90251E+12,,6/20/2017 10:56,6/20/2017 10:56,,BABY NEEDS,
GAS-O-FAST SACHET (ACTIVE JEERA) 5GM,BM68249,FMCG FOOD,First step distributors P.Ltd.,Non Extinct,16,8.9041E+12,,6/20/2017 10:56,6/20/2017 10:56,,OTC FOOD,,
GRAPEFRUIT/BHOGATE(D),BM20242,FRESH,F & V Supplier- Sunrays Trading Export & Import Pvt. Ltd.,Extinct,450,8109,,6/20/2017 10:56,6/20/2017 10:56,,FRESH FRUIT & VEGETABLE,,
PEDIGREE ADULT STAGE 3 CHICKEN & VEGETABLES 400G,BM59519,FMCG FOOD,United Distributors(NEPAL) pvt.Ltd MSBT,Non Extinct,150,8.906E+12,,6/20/2017 10:56,6/20/2017 10:56,,PET FOOD,,
HAWKINS PRESSURE COOKER CB30 3 LTR,BM66928,HWPFL,SANJAY CONCERN,Non Extinct,4320,8.90117E+12,,6/20/2017 10:56,6/20/2017 10:56,,HOME,,
NIVEA AFTERSHAVE BALSAM 100ML,BM9327,FMCG H&B,Krishna Nepal Trading Pvt. Ltd. ( Nivea),Non Extinct,300,5.02597E+12,,6/20/2017 10:56,6/20/2017 10:56,,SHAVING NEEDS,,
TANGO CHOCOLATE BAR ALMOND 100G,BM2828,FMCG FOOD,Khetan Overseas\Nikhil & Brothers\Suprime Mktg\Basanta Chemicals,Non Extinct,140,9.55603E+12,,6/20/2017 10:56,6/20/2017 10:56,,CONFECTIONARY,,
ALPENLIEBE FROOTERS TANGY & FRUITY GUAVA BALLS  27GM,BM67819,FMCG FOOD,Sayami tradlink pvt ltd Perfetti,Non Extinct,20,8.90139E+12,,6/20/2017 10:56,6/20/2017 10:56,,CONFECTIONARY,,
CREATIVES SUPER MARKET 829,BM15747,HWPFL,Raja Ram \ Priya Trade Link,Extinct,588,8.90187E+12,,6/20/2017 10:56,6/20/2017 10:56,,PLAY,,
CREATIVES FUN PUZZLERS-A SET OF 4 BOOKS 508,BM15635,HWPFL,Raja Ram \ Priya Trade Link,Extinct,206,8.90187E+12,,6/20/2017 10:56,6/20/2017 10:56,,PLAY,,
MARQUIS REMY MARQUIS PERFUME 100ML,BM1407,FMCG H&B,Amlesh Enterprises \ A.D. Trade Link,Non Extinct,1150,3.70008E+12,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
TRESEMME SMOOTH&SILKY TOUCHABLE SOFTNESS HAIR  CONDITIONER 946ML,BM60631,FMCG H&B,Amlesh Enterprises \ A.D. Trade Link,Non Extinct,644,22400651613,,6/20/2017 10:56,6/20/2017 10:56,,HAIR CARE,,
VISAN HEALTHY DOG FOOD 3KG - PUPPY CHICKEN,BM67799,FMCG FOOD,G.D. International Pvt.Ltd \ GSM Trade link \ Mayur Impex \ Balajee Trading Concern,Non Extinct,924,8.41304E+12,,6/20/2017 10:56,6/20/2017 10:56,,PET FOOD,,
VISAN HEALTHY DOG FOOD 3KG - REGAL,BM67800,FMCG FOOD,G.D. International Pvt.Ltd \ GSM Trade link \ Mayur Impex \ Balajee Trading Concern,Non Extinct,924,8.41304E+12,,6/20/2017 10:56,6/20/2017 10:56,,PET FOOD,,
GATSBY WAX STYLING WAX HARD AND FREE 75G,BM1488,FMCG H&B,Amlesh Enterprises \ A.D. Trade Link,Non Extinct,184,8.99222E+12,,6/20/2017 10:56,6/20/2017 10:56,,HAIR CARE,,
CREATIVES MATH PUZZLE MUTIPLICATION&DIVISION 734,BM15693,HWPFL,Raja Ram \ Priya Trade Link,Extinct,388,8.90187E+12,,6/20/2017 10:56,6/20/2017 10:56,,PLAY,,
CREATIVES FUN GAMES 801,BM15634,HWPFL,Raja Ram \ Priya Trade Link,Extinct,346,8.90187E+12,,6/20/2017 10:56,6/20/2017 10:56,,PLAY,,
HIMALAYA AYURSLIM CAPSULES 60SX3PKT,BM63049,FMCG FOOD,Mangalam International Pvt.Ltd. HIMALAYA,Extinct,800,8.90114E+12,,6/20/2017 10:56,6/20/2017 10:56,,OTC FOOD,,
HORLICKS LIGHT 500G,BM44339,FMCG FOOD,United Distributors(NEPAL) pvt.Ltd (Horlicks),Non Extinct,464,8.90157E+12,,6/20/2017 10:56,6/20/2017 10:56,,BEVERAGE,,
MAYKRUA OYSTER SAUCE 600ML,BM28166,FMCG FOOD,S and Suppliers \ Pratik Intl,Non Extinct,300,8.85004E+12,,6/20/2017 10:56,6/20/2017 10:56,,SAUCE & VINEGAR,,
DOMEE SWEET CORN WHOLE KERNEL CORN CAN 400G,BM63308,FMCG FOOD,Khetan Overseas\Nikhil & Brothers\Suprime Mktg\Basanta Chemicals,Non Extinct,105,9.88889E+12,,6/20/2017 10:56,6/20/2017 10:56,,CAN FOOD,,
DOMEE MUSHROOM CHOICE WHOLE CAN 400G,BM63306,FMCG FOOD,Khetan Overseas\Nikhil & Brothers\Suprime Mktg\Basanta Chemicals,Non Extinct,105,9.88889E+12,,6/20/2017 10:56,6/20/2017 10:56,,CAN FOOD,,
PAO COLOR NANOTECH 3000GM,BM63910,FMCG H&H,Pratham Trade Line Pvt.Ltd.,Extinct,1154,8.50002E+11,,6/20/2017 10:56,6/20/2017 10:56,,DETERGENTS,,
SCHWEPPES SODA WATER 330ML,BM10325,FMCG FOOD,Radhika Import Export,Non Extinct,120,8.888E+12,,6/20/2017 10:56,6/20/2017 10:56,,BEVERAGE,,
KOLSON SPAGHETTI-CELLO 500G,BM61470,FMCG FOOD,A 2 Enterprises\A 2 Trade Concern,Non Extinct,95,6.71866E+11,,6/20/2017 10:56,6/20/2017 10:56,,PASTA & VERMICELLI,,
GILLETTE MACH 3 TURBO BLADES 8,BM46700,FMCG H&B,General Marketing,Non Extinct,1620,3.01426E+12,,6/20/2017 10:56,6/20/2017 10:56,,SHAVING NEEDS,,
MOUNTAIN DEW 1.5L,BM60601,FMCG FOOD,Barun Beverage Pvt.Ltd.,Non Extinct,140,8.90208E+12,,6/20/2017 10:56,6/20/2017 10:56,,BEVERAGE,,
GILLETTE FUSION BLADES 6,BM46685,FMCG H&B,General Marketing,Non Extinct,1530,7.70202E+12,,6/20/2017 10:56,6/20/2017 10:56,,SHAVING NEEDS,,
COCONUT WATER,BM9035,FRESH,F & V Supplier- Local Fruits,Non Extinct,62,2028,,6/20/2017 10:56,6/20/2017 10:56,,FRESH FRUIT & VEGETABLE,,
AGNESI FARFALLE PASTA 500 GM,BM7644,FMCG FOOD,Zodiac Marketing Pvt.Ltd,Non Extinct,180,8.0012E+12,,6/20/2017 10:56,6/20/2017 10:56,,PASTA & VERMICELLI,,
AXE MUSK DEODORANT BODYSPRAY 150ML,BM12943,FMCG H&B,Amlesh Enterprises \ A.D. Trade Link,Non Extinct,247,8.71256E+12,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
JOVAN PERFUME MUSK FOR MEN 88ML,BM1353,FMCG H&B,Amlesh Enterprises \ A.D. Trade Link,Non Extinct,661,35017009029,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
GULLON PICK CRACKERS  250 G,BM16838,FMCG FOOD,G.D. International Pvt.Ltd \ GSM Trade link \ Mayur Impex \ Balajee Trading Concern,Non Extinct,182,8.41038E+12,,6/20/2017 10:56,6/20/2017 10:56,,BISCUITS,,
GULLON DIGESTIVE MUESLI 365 G,BM20920,FMCG FOOD,G.D. International Pvt.Ltd \ GSM Trade link \ Mayur Impex \ Balajee Trading Concern,Non Extinct,245,8.41038E+12,,6/20/2017 10:56,6/20/2017 10:56,,BISCUITS,,
CREATIVES DINOSAURS-4 PUZZLES 5 TO 15 PCS 715,BM15617,HWPFL,Raja Ram \ Priya Trade Link,Extinct,228,8.90187E+12,,6/20/2017 10:56,6/20/2017 10:56,,PLAY,,
CREATIVES MASTER QUIZ 820,BM15690,HWPFL,Raja Ram \ Priya Trade Link,Extinct,342,8.90187E+12,,6/20/2017 10:56,6/20/2017 10:56,,PLAY,,
CREATIVES LOOK & LEARN BOARD BOOK- RHYMING PAIRS 556,BM15689,HWPFL,Raja Ram \ Priya Trade Link,Extinct,76,8.90187E+12,,6/20/2017 10:56,6/20/2017 10:56,,PLAY,,
GATORADE RED 500ML,BM66211,FMCG FOOD,G.D. International Pvt.Ltd \ GSM Trade link \ Mayur Impex \ Balajee Trading Concern,Non Extinct,205,4.80393E+12,,6/20/2017 10:56,6/20/2017 10:56,,BEVERAGE,,
REMIA MAYONNAISE 500ML,BM27719,FMCG FOOD,G.D. International Pvt.Ltd \ GSM Trade link \ Mayur Impex \ Balajee Trading Concern,Non Extinct,258,8.71045E+12,,6/20/2017 10:56,6/20/2017 10:56,,SPREADS,,
REMIA MAYONNAISE 1LTR,BM27720,FMCG FOOD,G.D. International Pvt.Ltd \ GSM Trade link \ Mayur Impex \ Balajee Trading Concern,Non Extinct,440,8.71045E+12,,6/20/2017 10:56,6/20/2017 10:56,,SPREADS,,
CREATIVES FAST TRACK CD    833,BM15627,HWPFL,Raja Ram \ Priya Trade Link,Extinct,637,8.90187E+12,,6/20/2017 10:56,6/20/2017 10:56,,PLAY,,
CREATIVES NUMBER FUN 635,BM15707,HWPFL,Raja Ram \ Priya Trade Link,Extinct,388,8.90187E+12,,6/20/2017 10:56,6/20/2017 10:56,,PLAY,,
CREATIVES MORE FUN WITH WORDS 641,BM15704,HWPFL,Raja Ram \ Priya Trade Link,Extinct,345,8.90187E+12,,6/20/2017 10:56,6/20/2017 10:56,,PLAY,,
MUNCHY CHOC-O CREAM BISCUIT CHOCOLATE 80G,BM66241,FMCG FOOD,Khetan Overseas\Nikhil & Brothers\Suprime Mktg\Basanta Chemicals,Non Extinct,60,9.55644E+12,,6/20/2017 10:56,6/20/2017 10:56,,BISCUITS,,
LACTASOY SOYAMILK HI CALCIUM  VEGETARIAN 250ML,BM14563,FMCG FOOD,S and Suppliers \ Pratik Intl,Non Extinct,80,8.85027E+12,,6/20/2017 10:56,6/20/2017 10:56,,BEVERAGE,,
CREATIVES ACROBATICS (NEW) 682,BM15576,HWPFL,Raja Ram \ Priya Trade Link,Extinct,346,8.90187E+12,,6/20/2017 10:56,6/20/2017 10:56,,PLAY,,
CREATIVES LINK-UPS PART-1 732,BM15672,HWPFL,Raja Ram \ Priya Trade Link,Extinct,276,8.90187E+12,,6/20/2017 10:56,6/20/2017 10:56,,PLAY,,
TANGO MILK CHOC ALMONDS FLOW WRAP 140G,BM26957,FMCG FOOD,Khetan Overseas\Nikhil & Brothers\Suprime Mktg\Basanta Chemicals,Non Extinct,190,9.55603E+12,,6/20/2017 10:56,6/20/2017 10:56,,CONFECTIONARY,,
KODOMO TOOTHPASTE GRAPES 40G,BM63549,FMCG H&B,Pratham Trade Line Pvt.Ltd.,Non Extinct,90,8.8883E+12,,6/20/2017 10:56,6/20/2017 10:56,,BABY NEEDS,,
