title,item_code,division_id,vendor_id,status,mrp,barcode,brand,created_at,updated_at,category_id,section_id,,
LOTTE SPOUT 7PCS BANANA CHEWING GUM 23G,BM24480,FMCG FOOD,Sanskriti store,Non Extinct,20,8.80106E+12,,6/20/2017 10:56,6/20/2017 10:56,,CONFECTIONARY,,
DRUCK BAMBOO SHOOT 450GM,BM9941,FMCG FOOD,Aadarsha Marketing Pvt. Ltd.Druk,Non Extinct,102,8.90182E+12,,6/20/2017 10:56,6/20/2017 10:56,,CAN FOOD,,
MAGGI 2MIN NOODLES DOUBLE PCK MASALA 140G,BM49622,FMCG FOOD,Nep trade Pvt. Ltd.,Non Extinct,57,8.90106E+12,,6/20/2017 10:56,6/20/2017 10:56,,NOODLES & SOUP,,
ACTIVE ORAL CARE COOLMINT 500ML,BM2964,FMCG H&B,G.D. International Pvt.Ltd (BF+VALOR),Non Extinct,264,5.01225E+12,,6/20/2017 10:56,6/20/2017 10:56,,ORAL CARE,,
GOOD KNIGHT ADVANCED ACTIVE PLUS REFILL 45 NIGHTS,BM63180,FMCG H&H,Pratham Trade Line Pvt.Ltd.(GK),Non Extinct,115,8.90116E+12,,6/20/2017 10:56,6/20/2017 10:56,,PESTICIDES/FRESHENERS,,
NONG SHIM KIMCHI BOWL NOODLES 86G,BM11252,FMCG FOOD,Jay Bhole Baba International\Sudin Int'l\Ant Collection\ Jay Shambhu Intl,Non Extinct,135,8.80104E+12,,6/20/2017 10:56,6/20/2017 10:56,,NOODLES & SOUP,,
NONG SHIM HOT & SPICY BOWL NOODLE 86G,BM11253,FMCG FOOD,Jay Bhole Baba International\Sudin Int'l\Ant Collection\ Jay Shambhu Intl,Non Extinct,128,8.80104E+12,,6/20/2017 10:56,6/20/2017 10:56,,NOODLES & SOUP,,
COLGATE TOTAL PRO GUM HEALTH TOOTH PASTE 140G,BM54168,FMCG H&B,Riyaz Traders Pvt.Ltd.,Non Extinct,184,8.90131E+12,,6/20/2017 10:56,6/20/2017 10:56,,ORAL CARE,,
COLGATE VISIBLE WHITE TOOTHPASTE 100G,BM53918,FMCG H&B,Riyaz Traders Pvt.Ltd.,Non Extinct,147,8.90131E+12,,6/20/2017 10:56,6/20/2017 10:56,,ORAL CARE,,
GULLON DIET NATURE SUGAR FREE CHOCO DIGESTIVE 300 G,BM20924,FMCG FOOD,G.D. International Pvt.Ltd \ GSM Trade link \ Mayur Impex \ Balajee Trading Concern,Non Extinct,292,8.41038E+12,,6/20/2017 10:56,6/20/2017 10:56,,BISCUITS,,
COLORADO BARBEQUE SMOKE SAUCE 500GM,BM68334,FMCG FOOD,Food Line Pvt.Ltd,Non Extinct,350,8.90408E+12,,6/20/2017 10:56,6/20/2017 10:56,,SAUCE & VINEGAR,,
RUMPUM VEG NOODLES 30 PKT 75G,BM42435,FMCG FOOD,Asian Thai Foods Pvt. Ltd.,Non Extinct,18,9.504E+12,,6/20/2017 10:56,6/20/2017 10:56,,NOODLES & SOUP,,
RUM PUM NOODLES (CHICKEN) 75G,BM41775,FMCG FOOD,Asian Thai Foods Pvt. Ltd.,Non Extinct,18,9.504E+12,,6/20/2017 10:56,6/20/2017 10:56,,NOODLES & SOUP,,
COLORADO WORCESTERSHIRE SAUCE 200GM,BM68337,FMCG FOOD,Food Line Pvt.Ltd,Non Extinct,235,8.90408E+12,,6/20/2017 10:56,6/20/2017 10:56,,SAUCE & VINEGAR,,
NIKE DEODORANT  MAN URBAN MUSK 200ML,BM13045,FMCG H&B,Amlesh Enterprises \ A.D. Trade Link,Non Extinct,230,8.41414E+12,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
KARIMA,BM9081,FRESH,R.B. Suppliers,Extinct,0,2074,,6/20/2017 10:56,6/20/2017 10:56,,FRESH FRUIT & VEGETABLE,,
PLUMS YELLOW,BM9085,FRESH,R.B. Suppliers,Extinct,0,2078,,6/20/2017 10:56,6/20/2017 10:56,,FRESH FRUIT & VEGETABLE,,
PLUMS,BM9087,FRESH,R.B. Suppliers,Extinct,40,2080,,6/20/2017 10:56,6/20/2017 10:56,,FRESH FRUIT & VEGETABLE,,
NONG SHIM CUTTLEFISH SNACK 55G,BM28360,FMCG FOOD,Jay Bhole Baba International\Sudin Int'l\Ant Collection\ Jay Shambhu Intl,Non Extinct,113,31146215768,,6/20/2017 10:56,6/20/2017 10:56,,SNACKS/SAVOURIES,,
DABUR MESWAK TOOTHPASTE 100G,BM41120,FMCG H&B,Rawal Marketing (CCD),Non Extinct,78,8.90121E+12,,6/20/2017 10:56,6/20/2017 10:56,,ORAL CARE,,
LIFREE ADULT DIAPER L 9S,BM67415,FMCG H&H,Nepal Overseas Marketing P. Ltd,Non Extinct,818,8.90362E+12,,6/20/2017 10:56,6/20/2017 10:56,,PAPER & TISSUE,,
MAMY POKO BABY WIPES WITH FRAGRANCE 50`S,BM67316,FMCG H&B,Nepal Overseas Marketing P. Ltd,Non Extinct,252,8.90362E+12,,6/20/2017 10:56,6/20/2017 10:56,,BABY NEEDS,,
LAYS MASALA MAGIC 42GM,BM68311,FMCG FOOD,Advantage International Pvt. Ltd,Non Extinct,40,8.90149E+12,,6/20/2017 10:56,6/20/2017 10:56,,SNACKS/SAVOURIES,,
WHISPER ULTRA CLEAN XL 30 PADS,BM68705,FMCG H&B,General Marketing,Non Extinct,496,4.90243E+12,,6/20/2017 10:56,6/20/2017 10:56,,FEMININE HYGIENE,,
DABUR HONEY 1KG,BM41111,FMCG FOOD,Rawal Marketing (CCD),Non Extinct,625,8.90189E+12,,6/20/2017 10:56,6/20/2017 10:56,,SPREADS,,
DABUR GLUCO PLUS C LEMON 500G,BM53901,FMCG FOOD,Rawal Marketing (CCD),Non Extinct,235,8.90189E+12,,6/20/2017 10:56,6/20/2017 10:56,,BEVERAGE,,
LACTASOY SOYAMILK ORIGINAL CLASSIC 250ML,BM14561,FMCG FOOD,S and Suppliers \ Pratik Intl,Non Extinct,80,8.85027E+12,,6/20/2017 10:56,6/20/2017 10:56,,BEVERAGE,,
LACTASOY SOYAMILK ORIGINAL CLASSIC 1000ML,BM14559,FMCG FOOD,S and Suppliers \ Pratik Intl,Non Extinct,260,8.85027E+12,,6/20/2017 10:56,6/20/2017 10:56,,BEVERAGE,,
EN LIVEN HAIR GEL WET LOOK 250 ML,BM13809,FMCG H&B,G.D. International Pvt.Ltd (BF+VALOR),Non Extinct,121,5.05503E+12,,6/20/2017 10:56,6/20/2017 10:56,,HAIR CARE,,
EN LIVEN HAIR GEL EXTREME HOLD 250 ML,BM13811,FMCG H&B,G.D. International Pvt.Ltd (BF+VALOR),Non Extinct,121,5.05503E+12,,6/20/2017 10:56,6/20/2017 10:56,,HAIR CARE,,
NIVEA INTENSIVE BODY MILK 400ML,BM17268,FMCG H&B,Krishna Nepal Trading Pvt. Ltd. ( Nivea),Non Extinct,430,4.00581E+12,,6/20/2017 10:56,6/20/2017 10:56,,SKIN CARE,,
NIVEA INTENSIVE BODY MILK 125ML,BM17270,FMCG H&B,Krishna Nepal Trading Pvt. Ltd. ( Nivea),Non Extinct,160,4.00581E+12,,6/20/2017 10:56,6/20/2017 10:56,,SKIN CARE,,
NIVEA FRESH CARING BODY LOTION 400ML,BM17271,FMCG H&B,Holy Nepal Enterprises\PK Impex\Shiv Shakti Marketing Pvt. Ltd.,Non Extinct,410,4.00581E+12,,6/20/2017 10:56,6/20/2017 10:56,,SKIN CARE,,
EN LIVEN HAIR MOOUSE 300 ML,BM13814,FMCG H&B,G.D. International Pvt.Ltd \ GSM Trade link \ Mayur Impex \ Balajee Trading Concern,Non Extinct,258,5.05503E+12,,6/20/2017 10:56,6/20/2017 10:56,,HAIR CARE,,
EN LIVEN HAIR SPRAY  300 ML,BM13813,FMCG H&B,G.D. International Pvt.Ltd (BF+VALOR),Non Extinct,258,5.05503E+12,,6/20/2017 10:56,6/20/2017 10:56,,HAIR CARE,,
ACTIVE ORAL CARE MOUTHRINSE 500ML,BM2967,FMCG H&B,G.D. International Pvt.Ltd (BF+VALOR),Non Extinct,264,5.01225E+12,,6/20/2017 10:56,6/20/2017 10:56,,ORAL CARE,,
ACTIVE ORAL CARE ORUGINAL 500ML,BM2968,FMCG H&B,G.D. International Pvt.Ltd (BF+VALOR),Extinct,264,5.01225E+12,,6/20/2017 10:56,6/20/2017 10:56,,ORAL CARE,,
NICE TOILET TISSUE 2 PLY 150 SHEETS 10ROLLS,BM20703,FMCG H&H,Chokhani International,Non Extinct,408,8.99276E+12,,6/20/2017 10:56,6/20/2017 10:56,,PAPER & TISSUE,,
FERRERO ROCHER T5,BM61097,FMCG FOOD,General Marketing (FOOD),Non Extinct,310,80135906,,6/20/2017 10:56,6/20/2017 10:56,,CONFECTIONARY,,
TIGER STANDARD GRADE DARK SOYA SAUCE 640ML,BM2719,FMCG FOOD,Food Line Pvt.Ltd,Non Extinct,320,8.88826E+12,,6/20/2017 10:56,6/20/2017 10:56,,SAUCE & VINEGAR,,
TIC TAC RAW MANGO 10.2GM,BM68704,FMCG FOOD,General Marketing (FOOD),Non Extinct,20,8.0005E+12,,6/20/2017 10:56,6/20/2017 10:56,,CONFECTIONARY,,
MANGALDEEP AGRABATTI 5IN 1 25 STICK,BM60063,FMCG H&H,A.B.C. Marketing Pvc.Ltd. (agrbatti),Non Extinct,25,8.90222E+12,,6/20/2017 10:56,6/20/2017 10:56,,PUJA NEEDS,,
BAMBINO SONA CHOCO PAPAD 250G,BM31078,FMCG FOOD,Ambuj International,Non Extinct,165,8.90124E+12,,6/20/2017 10:56,6/20/2017 10:56,,CONFECTIONARY,,
ALL-OUT LMD WITH CORD - R 60 N,BM12406,FMCG H&H,Diamond Nepal Enterprises Pvt. Ltd.,Extinct,160,8.90601E+12,,6/20/2017 10:56,6/20/2017 10:56,,PESTICIDES/FRESHENERS,,
DETTOL SKIN CARE SOAP 125G CP,BM62825,FMCG H&B,KAP Traders Pvt. Ltd,Non Extinct,211,8.9014E+12,,6/20/2017 10:56,6/20/2017 10:56,,SKIN CARE,,
AMERICA BODY SPRAY NOIR ET ROUGE 150ML,BM11494,FMCG H&B,Nepal Overseas Marketing P. Ltd,Non Extinct,259,25929151008,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
AMERICA BODY SPRAY MUSK 150ML,BM11495,FMCG H&B,Nepal Overseas Marketing P. Ltd,Non Extinct,251,25929151206,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
AXE ANTI HANGOVER DEODORANT BODYSPRAY 150ML,BM12941,FMCG H&B,Amlesh Enterprises \ A.D. Trade Link,Non Extinct,247,8.71256E+12,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
ALL-OUT REFILL45 NIGHT,BM12403,FMCG H&H,Diamond Nepal Enterprises Pvt. Ltd.,Extinct,77,8.90601E+12,,6/20/2017 10:56,6/20/2017 10:56,,PESTICIDES/FRESHENERS,,
CUTIE COMPACT TWIN PLY TISSUE 10 ROLLS,BM18633,FMCG H&H,Zodiac Marketing Pvt.Ltd,Non Extinct,725,9.55611E+12,,6/20/2017 10:56,6/20/2017 10:56,,PAPER & TISSUE,,
NIVEA EXTRA WHITENING  INNER CELL REPAIR BODY MILK 400ML,BM17274,FMCG H&B,Holy Nepal Enterprises\PK Impex\Shiv Shakti Marketing Pvt. Ltd.,Non Extinct,430,4.00581E+12,,6/20/2017 10:56,6/20/2017 10:56,,SKIN CARE,,
ROMANOV VODKA ORANGE 375ML,BM41918,LIQUOR & TOBACCO,Mangalam International Pvt.Ltd.,Extinct,509,8.90297E+12,,6/20/2017 10:56,6/20/2017 10:56,,VODKA,,
ROMANOV VODKA ORANGE 750ML,BM41917,LIQUOR & TOBACCO,Mangalam International Pvt.Ltd.,Extinct,1008,8.90297E+12,,6/20/2017 10:56,6/20/2017 10:56,,VODKA,,
DETTOL COOL SOAP 70G,BM62977,FMCG H&B,KAP Traders Pvt. Ltd,Non Extinct,38,8.9014E+12,,6/20/2017 10:56,6/20/2017 10:56,,SKIN CARE,,
ROMANOV APPLE VODKA 375ML,BM45092,LIQUOR & TOBACCO,Mangalam International Pvt.Ltd.,Extinct,509,8.90297E+12,,6/20/2017 10:56,6/20/2017 10:56,,VODKA,,
ROMANOV VODKA APPLE 750ML,BM41919,LIQUOR & TOBACCO,Mangalam International Pvt.Ltd.,Extinct,1008,8.90297E+12,,6/20/2017 10:56,6/20/2017 10:56,,VODKA,,
LAUGHING COW LAVACHE ORIGINAL CHEESE SPREAD 200GMS,BM13456,DAIRY,Chokhani Enterprises APS,Non Extinct,432,3.07378E+12,,6/20/2017 10:56,6/20/2017 10:56,,FRESH DAIRY,,
NIVEA LIP CARE ESSENTIAL 4.8G,BM17283,FMCG H&B,Holy Nepal Enterprises\PK Impex\Shiv Shakti Marketing Pvt. Ltd.,Extinct,200,5.02597E+12,,6/20/2017 10:56,6/20/2017 10:56,,BEAUTY AIDS,,
LAL QILLA QILLA EXCEL POLY BAG 5KG,BM21303,STAPLE,Maruti Trading Pvt.Ltd.,Non Extinct,1850,8.90116E+12,,6/20/2017 10:56,6/20/2017 10:56,,RICE,,
NIVEA LIP CARE PEARLY SHINE 4.8G,BM25764,FMCG H&B,Holy Nepal Enterprises\PK Impex\Shiv Shakti Marketing Pvt. Ltd.,Non Extinct,175,4.00581E+12,,6/20/2017 10:56,6/20/2017 10:56,,BEAUTY AIDS,,
MACCHOCOLATE RASPBERRY 23G,BM17538,FMCG FOOD,Variety Stores\S.P. Suppliers,Extinct,150,8.88729E+12,,6/20/2017 10:56,6/20/2017 10:56,,BEVERAGE,,
MAGGI HOT HEADS SPICY PERI PERI NOODLES 71GM,BM66754,FMCG FOOD,Nep trade Pvt. Ltd.,Non Extinct,46,8.90106E+12,,6/20/2017 10:56,6/20/2017 10:56,,NOODLES & SOUP,,
RAMRO DINGDONG COOKIES 70G,BM64685,FMCG FOOD,R. P. Bakery,Non Extinct,30,7.98304E+11,,6/20/2017 10:56,6/20/2017 10:56,,BISCUITS,,
WEIKFIELD FREEZE ICECREAM MIX FLAVOUR 100G,BM4465,FMCG FOOD,Malla & Malla Impex,Non Extinct,121,8.90181E+12,,6/20/2017 10:56,6/20/2017 10:56,,HOME BAKE,,
PARLE HIDE & SEEK FAB STRAWBERRY BISCUITS 112G,BM59148,FMCG FOOD,Baibhaw Trading Co. Pvt.Ltd.,Non Extinct,50,8.90172E+12,,6/20/2017 10:56,6/20/2017 10:56,,BISCUITS,,
NIVEA  SMOOTH LOTION 400ML,BM11827,FMCG H&B,Holy Nepal Enterprises\PK Impex\Shiv Shakti Marketing Pvt. Ltd.,Non Extinct,430,4.00581E+12,,6/20/2017 10:56,6/20/2017 10:56,,SKIN CARE,,
WEIKFIELD COCOA POWDER 150G,BM67886,FMCG FOOD,Malla & Malla Impex,Non Extinct,279,8.90181E+12,,6/20/2017 10:56,6/20/2017 10:56,,HOME BAKE,,
WRIGLEYS EXTRA PEPPERMENT VALUE BOX 25 CHEWS,BM22851,FMCG FOOD,Radhika Import Export,Non Extinct,210,4.0099E+12,,6/20/2017 10:56,6/20/2017 10:56,,CONFECTIONARY,,
MB ICIING SUGAR 200G,BM67887,FMCG FOOD,Malla & Malla Impex,Non Extinct,62,8.90602E+12,,6/20/2017 10:56,6/20/2017 10:56,,HOME BAKE,,
TOKLA SPECIAL C.T.C. TEA BOX PACK 1000G,BM60787,FMCG FOOD,Nepal Chiya Bikas Nigam Limited,Extinct,365,8.98796E+11,,6/20/2017 10:56,6/20/2017 10:56,,BEVERAGE,,
PERRIER SOURCE MINERAL WATER CAN 330ML,BM65670,FMCG FOOD,Chokhani Enterprises (Nestle),Non Extinct,175,3.17973E+12,,6/20/2017 10:56,6/20/2017 10:56,,BEVERAGE,,
AMERICA PERFUME SPRAY MUSK 50ML,BM11500,FMCG H&B,Nepal Overseas Marketing P. Ltd,Non Extinct,375,25929150506,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
AMERICA PERFUME SPRAY NIGHT 50ML,BM11498,FMCG H&B,Nepal Overseas Marketing P. Ltd,Extinct,387,25929150209,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
LOTTE SPOUT 7PCS GRAPE CHEWING GUM 23G,BM24481,FMCG FOOD,Sanskriti store,Non Extinct,20,8.80106E+12,,6/20/2017 10:56,6/20/2017 10:56,,CONFECTIONARY,,
JOY PAPAYA SUN SPF 25 SUN SCREEN CREAM 120ML,BM26446,FMCG H&B,Joy Cosmetics Center,Non Extinct,248,8.90404E+12,,6/20/2017 10:56,6/20/2017 10:56,,SKIN CARE,,
KOKA ORIENTAL STYLE INSTANT NOODLES- MUSHROOM 85G,BM14188,FMCG FOOD,Radhika Import Export,Non Extinct,54,8.88806E+12,,6/20/2017 10:56,6/20/2017 10:56,,NOODLES & SOUP,,
HOSEN BAKED BEAN 420GM,BM10323,FMCG FOOD,Radhika Import Export,Non Extinct,120,8.88819E+12,,6/20/2017 10:56,6/20/2017 10:56,,CAN FOOD,,
WEETABIX  WEETOS FLAKES 500GM CP,BM67732,FMCG FOOD,Subha Shingal International,Non Extinct,575,5.01003E+12,,6/20/2017 10:56,6/20/2017 10:56,,BREAKFAST CEREALS,,
MACCHOCOLATE ALMOND 23G,BM17540,FMCG FOOD,Variety Stores\S.P. Suppliers,Extinct,149,8.88729E+12,,6/20/2017 10:56,6/20/2017 10:56,,BEVERAGE,,
MACCHOCOLATE ORANGE 23G,BM17541,FMCG FOOD,Variety Stores\S.P. Suppliers,Extinct,149,8.88729E+12,,6/20/2017 10:56,6/20/2017 10:56,,BEVERAGE,,
FURNITURE POLISH LEMON 330ML,BM9598,FMCG H&H,Food Line Pvt.Ltd,Non Extinct,469,6.90159E+12,,6/20/2017 10:56,6/20/2017 10:56,,HOUSEHOLD CLEANING,,
CHAUDHARYS SARVOTTAM PREMIUM LITO HONEY 400G,BM45382,FMCG FOOD,Instant Meal Pvt. Ltd.,Non Extinct,200,8.906E+12,,6/20/2017 10:56,6/20/2017 10:56,,BABY FOOD,,
BRUT DEO SPRAY INSTINCT 200ML,BM17631,FMCG H&B,Amlesh Enterprises \ A.D. Trade Link,Non Extinct,236,3.01423E+12,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
CAPTAIN OATS INSTANT OATMEAL POUCH 500G,BM52120,FMCG FOOD,Key Foods International,Non Extinct,273,9.55618E+12,,6/20/2017 10:56,6/20/2017 10:56,,BREAKFAST CEREALS,,
KENT SUNFLOWER OIL 5L,BM48065,STAPLE,Bina Impex,Non Extinct,1250,8.69013E+12,,6/20/2017 10:56,6/20/2017 10:56,,EDIBLE OIL,,
HE ICY COLLECTION LAGOON COOLING BODY PERFUME 122ML,BM66582,FMCG H&B,Shree Ganesh Cosmetics Center,Non Extinct,336,8.90125E+12,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
RDL PAPAYA WHITENING SOAP 135G,BM21072,FMCG H&B,Amlesh Enterprises \ A.D. Trade Link,Non Extinct,132,4.80901E+12,,6/20/2017 10:56,6/20/2017 10:56,,SKIN CARE,,
IMPERIAL LEATHER CLASSIC SOAP 200G,BM15146,FMCG H&B,Nepal Overseas Marketing P. Ltd,Non Extinct,85,8.85017E+12,,6/20/2017 10:56,6/20/2017 10:56,,SKIN CARE,,
MARQUIS RED POUR FEMME BODY SPRAY 175ML,BM12042,FMCG H&B,Amlesh Enterprises \ A.D. Trade Link,Non Extinct,253,3.70008E+12,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
VASELINE INTENSIVE CARE DEEP RESTORE BODY LOTION 300 ML,BM67189,FMCG H&B,Elida Nepal Limited,Non Extinct,344,8.90103E+12,,6/20/2017 10:56,6/20/2017 10:56,,SKIN CARE,,
OLAY REGENERIST MICRO SCULPTING MOISTURIZING CREAM 50G,BM66588,FMCG H&B,General Marketing,Extinct,1999,4.90243E+12,,6/20/2017 10:56,6/20/2017 10:56,,SKIN CARE,,
QUEEN JELLY SANDWICH 500G,BM27820,FMCG FOOD,S and Suppliers \ Pratik Intl,Non Extinct,363,8.85203E+12,,6/20/2017 10:56,6/20/2017 10:56,,CONFECTIONARY,,
QUEEN SWEET RAINBOW 55G,BM27823,FMCG FOOD,S and Suppliers \ Pratik Intl,Non Extinct,75,8.85203E+12,,6/20/2017 10:56,6/20/2017 10:56,,CONFECTIONARY,,
CHABAA CAN JUICE MIXED FRUIT 230ML,BM23515,FMCG FOOD,Allied Continental\TS Impex\Trinity Exim\Allied Food\Yash Traders,Non Extinct,55,8.85476E+12,,6/20/2017 10:56,6/20/2017 10:56,,BEVERAGE,,
EMAMI FAIR & HANDSOME OIL CONTROL CREAM 25ML,BM56360,FMCG H&B,Shree Ganesh Cosmetics Center,Non Extinct,96,5.06007E+12,,6/20/2017 10:56,6/20/2017 10:56,,SKIN CARE,,
HIMANI NAVRATNA OIL 100ML,BM23100,FMCG H&B,Shree Ganesh Cosmetics Center,Non Extinct,106,8.90125E+12,,6/20/2017 10:56,6/20/2017 10:56,,HAIR CARE,,
EMAMI AMLA HAIR OIL 100ML,BM64498,FMCG H&B,Shree Ganesh Cosmetics Center,Non Extinct,61,8.90125E+12,,6/20/2017 10:56,6/20/2017 10:56,,HAIR CARE,,
KOKA ORIENTAL STYLE INSTANT NOODLES- PRAWN 85G,BM14185,FMCG FOOD,Radhika Import Export,Non Extinct,54,8.88806E+12,,6/20/2017 10:56,6/20/2017 10:56,,NOODLES & SOUP,,
KOKA ORIENTAL STYLE INSTANT NOODLES- CHICKEN 85G,BM14183,FMCG FOOD,Radhika Import Export,Non Extinct,54,8.88806E+12,,6/20/2017 10:56,6/20/2017 10:56,,NOODLES & SOUP,,
CALVET VARIETALS MERLOT WINE 75CL,BM29783,LIQUOR & TOBACCO,Global Trading Concern P Ltd (Wine),Non Extinct,1176,3.15956E+12,,6/20/2017 10:56,6/20/2017 10:56,,WINES,,
KOKA ORIENTAL STYLE INSTANT NOODLES- TOMATO 85G,BM14182,FMCG FOOD,Radhika Import Export,Non Extinct,54,8.88806E+12,,6/20/2017 10:56,6/20/2017 10:56,,NOODLES & SOUP,,
HE ICY COLLECTION ARCTIC COOLING BODY PERFUME 122ML,BM66579,FMCG H&B,Shree Ganesh Cosmetics Center,Non Extinct,336,8.90125E+12,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
CADBURY CAN COCOA 250G (24 0311),BM13977,FMCG FOOD,Khetan Overseas\Nikhil & Brothers\Suprime Mktg\Basanta Chemicals,Non Extinct,500,312000700,,6/20/2017 10:56,6/20/2017 10:56,,HOME BAKE,,
LAUKA,BM8957,FRESH,F & V Supplier- Local Vegetable,Non Extinct,47,1049,,6/20/2017 10:56,6/20/2017 10:56,,FRESH FRUIT & VEGETABLE,,
PARACHUTE AYURVEDIC GOLD HAIR OIL 50ML,BM67831,FMCG H&B,Krishna Nepal Trading Pvt. Ltd.(MARICO),Non Extinct,78,8.90109E+12,,6/20/2017 10:56,6/20/2017 10:56,,HAIR CARE,,
GODREJ NUPUR MEHANDI 150 GM,BM20560,FMCG H&B,Atlantic Enterprises Pvt.Ltd ( GODREJ ),Non Extinct,88,8.90102E+12,,6/20/2017 10:56,6/20/2017 10:56,,HAIR CARE,,
ROYAL CLUB TONIC WATER 330ML,BM19524,FMCG FOOD,Allied Continental\TS Impex\Trinity Exim\Allied Food\Yash Traders,Non Extinct,86,87156386,,6/20/2017 10:56,6/20/2017 10:56,,BEVERAGE,,
COCONUT WATER 1L,BM56817,FMCG FOOD,Allied Continental\TS Impex\Trinity Exim\Allied Food\Yash Traders,Non Extinct,325,8.85476E+12,,6/20/2017 10:56,6/20/2017 10:56,,BEVERAGE,,
CHABAA VALENCIA ORANGE JUICE 1 LTR,BM10079,FMCG FOOD,Allied Continental\TS Impex\Trinity Exim\Allied Food\Yash Traders,Non Extinct,255,8.85476E+12,,6/20/2017 10:56,6/20/2017 10:56,,BEVERAGE,,
MISTER POTATO CHIPS ORIGINAL 45G,BM58152,FMCG FOOD,Allied Continental\TS Impex\Trinity Exim\Allied Food\Yash Traders,Non Extinct,80,9.55706E+12,,6/20/2017 10:56,6/20/2017 10:56,,SNACKS/SAVOURIES,,
PRAN FROOTO MANGO DRINK 500ML,BM62424,FMCG FOOD,Marigold Enterprises,Non Extinct,65,8.3173E+11,,6/20/2017 10:56,6/20/2017 10:56,,BEVERAGE,,
PRAN ORANGE FRUIT DRINK CAN 250ML,BM62103,FMCG FOOD,Marigold Enterprises,Non Extinct,50,8.3173E+11,,6/20/2017 10:56,6/20/2017 10:56,,BEVERAGE,,
PRAN FROOTO MANGO DRINK 250ML,BM62425,FMCG FOOD,Marigold Enterprises,Non Extinct,35,8.3173E+11,,6/20/2017 10:56,6/20/2017 10:56,,BEVERAGE,,
RED COW INSTANT FULL CREAM MILK POWDER 1KG,BM3972,FMCG FOOD,Kantipur Marketing\Kamala Imports\Kamala Foods,Non Extinct,1920,9.55696E+12,,6/20/2017 10:56,6/20/2017 10:56,,MILK PRODUCTS,,
KERK CHIPS CHOCK 180G,BM3953,FMCG FOOD,Kantipur Marketing\Kamala Imports\Kamala Foods,Non Extinct,168,9.55609E+12,,6/20/2017 10:56,6/20/2017 10:56,,BISCUITS,,
KERK ORCHESTRA ASSORTED BISCUITS 700G,BM23284,FMCG FOOD,Kantipur Marketing\Kamala Imports\Kamala Foods,Non Extinct,648,9.55609E+12,,6/20/2017 10:56,6/20/2017 10:56,,BISCUITS,,
DILMAH MINT FLAVORED CEYLON BLACK TEA (20PCS TEA BAG) 30G,BM25023,FMCG FOOD,Maruti Trading Pvt.Ltd.,Non Extinct,184,9.31263E+12,,6/20/2017 10:56,6/20/2017 10:56,,BEVERAGE,,
DILMAH LEMON FLAVORED CEYLON BLACK TEA (20PCS TEA BAG) 30G,BM25024,FMCG FOOD,Maruti Trading Pvt.Ltd.,Non Extinct,184,9.31263E+12,,6/20/2017 10:56,6/20/2017 10:56,,BEVERAGE,,
KHAO SHONG CAPPUCCINO 3IN1 COFFEE 500G,BM23920,FMCG FOOD,Akhil Trading Concern Pvt.Ltd,Non Extinct,690,8.8521E+12,,6/20/2017 10:56,6/20/2017 10:56,,BEVERAGE,,
KHAO SHONG ESPRESSO 3IN1 COFFEE 450G,BM23921,FMCG FOOD,Akhil Trading Concern Pvt.Ltd,Non Extinct,500,8.8521E+12,,6/20/2017 10:56,6/20/2017 10:56,,BEVERAGE,,
COCOLAND CHOCOPIE 12PKT X 25G 300G,BM23287,FMCG FOOD,Kantipur Marketing\Kamala Imports\Kamala Foods,Non Extinct,264,9.5563E+12,,6/20/2017 10:56,6/20/2017 10:56,,BISCUITS,,
CHAUDHARYS SARVOTTAM PREMIUM LITO MANGO 400G,BM51282,FMCG FOOD,Instant Meal Pvt. Ltd.,Non Extinct,200,8.906E+12,,6/20/2017 10:56,6/20/2017 10:56,,BABY FOOD,,
CHAUDHARYS SARVOTTAM PREMIUM LITO STRAWBERRY 400G,BM51283,FMCG FOOD,Instant Meal Pvt. Ltd.,Non Extinct,200,8.906E+12,,6/20/2017 10:56,6/20/2017 10:56,,BABY FOOD,,
CHAUDHARYS SARVOTTAM PREMIUM LITO BANANA 400G,BM45381,FMCG FOOD,Instant Meal Pvt. Ltd.,Non Extinct,200,8.906E+12,,6/20/2017 10:56,6/20/2017 10:56,,BABY FOOD,,
TIGER LIGHT SOYA SAUCE 375G,BM2720,FMCG FOOD,Food Line Pvt.Ltd,Non Extinct,205,8.88826E+12,,6/20/2017 10:56,6/20/2017 10:56,,SAUCE & VINEGAR,,
