"100","BM8953","1045","58","22.972","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"101","BM9066","2059","28","0","FRESH","FRESH FRUIT & VEGETABLE","SOFT FRUITS","2017-07-04 05:47:02","2017-07-04 05:47:02"
"102","BM9015","2008","38","0","FRESH","FRESH FRUIT & VEGETABLE","LONG FRUITS","2017-07-04 05:47:02","2017-07-04 05:47:02"
"103","BM20163","8030","2","0","FRESH","FRESH FRUIT & VEGETABLE","LONG FRUITS","2017-07-04 05:47:02","2017-07-04 05:47:02"
"104","BM18128","1135","38","0","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"105","BM8962","1054","53","0","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"106","BM9104","2097","38","0","FRESH","FRESH FRUIT & VEGETABLE","LONG FRUITS","2017-07-04 05:47:02","2017-07-04 05:47:02"
"107","BM8986","1078","236","5","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"108","BM8998","1090","268","0","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"109","BM8919","1011","27","0","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"110","BM9017","2010","27","0","FRESH","FRESH FRUIT & VEGETABLE","LONG FRUITS","2017-07-04 05:47:02","2017-07-04 05:47:02"
"111","BM9062","2055","27","1550","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"112","BM8911","1003","4","0","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"113","BM9013","2006","236","2.061","FRESH","FRESH FRUIT & VEGETABLE","LONG FRUITS","2017-07-04 05:47:02","2017-07-04 05:47:02"
"114","BM47325","8175","266","0","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"115","BM20708","2155","38","0","FRESH","FRESH FRUIT & VEGETABLE","LONG FRUITS","2017-07-04 05:47:02","2017-07-04 05:47:02"
"116","BM20107","7085","43","0","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"117","BM21898","2133","265","0","FRESH","FRESH FRUIT & VEGETABLE","SOFT FRUITS","2017-07-04 05:47:02","2017-07-04 05:47:02"
"118","BM8948","1040","269","2.84","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"119","BM9103","2096","265","0","FRESH","FRESH FRUIT & VEGETABLE","LONG FRUITS","2017-07-04 05:47:02","2017-07-04 05:47:02"
"120","BM8931","1023","12","4.39","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"121","BM12218","2104","3","0","FRESH","FRESH FRUIT & VEGETABLE","LONG FRUITS","2017-07-04 05:47:02","2017-07-04 05:47:02"
"122","BM8922","1014","43","0","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"123","BM8920","1012","4","24.305","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"124","BM25969","1209","3","0","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"125","BM26625","1210","27","0","FRESH","FRESH FRUIT & VEGETABLE","LONG FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"126","BM9016","2009","53","0","FRESH","FRESH FRUIT & VEGETABLE","LONG FRUITS","2017-07-04 05:47:02","2017-07-04 05:47:02"
"127","BM8984","1076","53","0","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"128","BM9013","2006","266","6.729","FRESH","FRESH FRUIT & VEGETABLE","LONG FRUITS","2017-07-04 05:47:02","2017-07-04 05:47:02"
"129","BM8998","1090","266","0","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"130","BM11412","1109","3","0","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"131","BM9009","2002","236","18.656","FRESH","FRESH FRUIT & VEGETABLE","LONG FRUITS","2017-07-04 05:47:02","2017-07-04 05:47:02"
"132","BM16513","2119","13","10.217","FRESH","FRESH FRUIT & VEGETABLE","LONG FRUITS","2017-07-04 05:47:02","2017-07-04 05:47:02"
"133","BM8988","1080","1","0","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"134","BM9017","2010","53","0","FRESH","FRESH FRUIT & VEGETABLE","LONG FRUITS","2017-07-04 05:47:02","2017-07-04 05:47:02"
"135","BM9062","2055","268","50.69","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"136","BM20124","7102","43","0","FRESH","FRESH FRUIT & VEGETABLE","LONG FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"137","BM8970","1062","245","0","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"138","BM8972","1064","236","0","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"139","BM9009","2002","374","10.145","FRESH","FRESH FRUIT & VEGETABLE","LONG FRUITS","2017-07-04 05:47:02","2017-07-04 05:47:02"
"140","BM8986","1078","1","2","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"141","BM26625","1210","13","26.27","FRESH","FRESH FRUIT & VEGETABLE","LONG FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"142","BM8911","1003","3","0","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
