ICODE,ITEM_EXTINCT
BM68437,Non Extinct
BM68434,Non Extinct
BM68435,Non Extinct
BM67034,Non Extinct
BM67042,Non Extinct
BM67649,Non Extinct
BM67656,Non Extinct
BM64146,Non Extinct
BM67262,Non Extinct
BM67265,Non Extinct
BM6607,Non Extinct
BM16299,Extinct
BM64645,Non Extinct
BM68475,Non Extinct
BM68476,Non Extinct
BM68020,Non Extinct
BM68243,Non Extinct
BM6575,Non Extinct
BM6585,Non Extinct
BM63581,Non Extinct
BM65560,Non Extinct
BM67423,Non Extinct
BM65564,Non Extinct
BM65147,Extinct
BM67426,Non Extinct
BM61110,Non Extinct
BM61114,Non Extinct
BM22321,Non Extinct
BM49360,Non Extinct
BM67472,Non Extinct
BM68450,Non Extinct
BM65354,Non Extinct
BM65355,Non Extinct
BM68452,Non Extinct
BM68453,Non Extinct
BM68455,Non Extinct
BM63917,Non Extinct
BM63919,Non Extinct
BM63920,Non Extinct
BM63922,Non Extinct
BM67582,Non Extinct
BM67584,Non Extinct
BM67585,Non Extinct
BM63622,Non Extinct
BM63628,Non Extinct
BM10074,Non Extinct
BM19552,Non Extinct
BM68213,Non Extinct
BM68214,Non Extinct
BM65054,Extinct
BM65055,Extinct
BM68478,Non Extinct
BM68479,Non Extinct
BM7505,Extinct
BM65570,Non Extinct
BM7215,Non Extinct
BM65571,Non Extinct
BM6595,Non Extinct
BM64148,Non Extinct
BM67435,Non Extinct
BM67439,Non Extinct
BM67429,Non Extinct
BM67432,Non Extinct
BM54169,Extinct
BM39259,Non Extinct
BM54252,Extinct
BM57799,Non Extinct
BM64949,Non Extinct
BM64950,Non Extinct
BM57800,Non Extinct
BM54260,Extinct
BM65573,Non Extinct
BM65575,Non Extinct
BM65576,Non Extinct
BM54818,Non Extinct
BM65578,Non Extinct
BM57795,Non Extinct
BM65579,Non Extinct
BM30072,Non Extinct
BM57798,Non Extinct
BM57801,Non Extinct
BM55424,Non Extinct
BM67437,Non Extinct
BM67438,Non Extinct
BM67440,Non Extinct
BM67441,Non Extinct
BM64955,Non Extinct
BM60934,Extinct
BM59772,Non Extinct
BM64951,Non Extinct
BM60938,Extinct
BM64953,Non Extinct
BM64954,Non Extinct
BM65267,Non Extinct
BM65269,Non Extinct
BM65272,Non Extinct
BM44543,Non Extinct
BM67255,Non Extinct
BM67257,Non Extinct
BM67258,Non Extinct
BM58706,Non Extinct
BM67115,Non Extinct
BM67116,Non Extinct
BM67117,Non Extinct
BM59506,Non Extinct
BM66376,Non Extinct
BM67118,Non Extinct
BM64743,Non Extinct
BM8913,Extinct
BM66169,Extinct
BM44196,Non Extinct
BM43221,Non Extinct
BM66663,Non Extinct
BM65686,Non Extinct
BM68511,Non Extinct
BM66664,Non Extinct
BM66826,Non Extinct
BM65142,Extinct
BM68454,Non Extinct
BM68446,Non Extinct
BM67325,Non Extinct
BM67260,Non Extinct
BM67261,Non Extinct
BM67263,Non Extinct
BM64718,Non Extinct
BM68447,Non Extinct
BM61047,Non Extinct
BM68448,Non Extinct
BM66272,Non Extinct
BM7189,Non Extinct
BM68449,Non Extinct
BM65356,Non Extinct
BM65554,Non Extinct
BM61548,Extinct
BM47018,Non Extinct
BM46978,Non Extinct
BM68480,Non Extinct
BM68482,Non Extinct
BM51104,Non Extinct
BM68481,Non Extinct
BM62178,Non Extinct
BM4271,Non Extinct
BM64744,Non Extinct
BM67652,Non Extinct
BM66646,Non Extinct
BM42113,Non Extinct
BM42114,Non Extinct
BM42116,Non Extinct
BM67266,Non Extinct
BM67267,Non Extinct
BM67269,Non Extinct
BM67418,Non Extinct
BM65350,Non Extinct
BM65029,Extinct
BM65030,Extinct
BM65555,Non Extinct
BM65556,Non Extinct
BM3967,Non Extinct
BM3964,Non Extinct
BM65524,Non Extinct
BM57606,Non Extinct
BM68483,Non Extinct
BM67586,Non Extinct
BM59050,Non Extinct
BM61118,Non Extinct
BM60814,Non Extinct
BM9354,Non Extinct
BM66438,Non Extinct
BM67101,Non Extinct
BM67420,Non Extinct
BM65741,Non Extinct
BM65765,Non Extinct
BM66142,Non Extinct
BM66825,Non Extinct
BM67616,Non Extinct
BM67639,Non Extinct
BM68728,Non Extinct
BM64745,Non Extinct
BM10081,Non Extinct
BM65121,Non Extinct
BM65122,Non Extinct
BM61996,Non Extinct
BM68087,Non Extinct
BM68735,Non Extinct
BM68736,Non Extinct
BM47021,Non Extinct
BM47110,Non Extinct
BM62841,Non Extinct
BM8930,Non Extinct
BM66143,Non Extinct
BM66144,Non Extinct
BM8932,Non Extinct
BM9074,Extinct
BM8936,Non Extinct
BM66414,Non Extinct
BM66415,Non Extinct
BM64845,Non Extinct
BM64846,Non Extinct
BM64864,Non Extinct
BM64865,Non Extinct
BM64866,Non Extinct
BM64867,Non Extinct
BM65281,Non Extinct
BM65149,Non Extinct
BM65152,Non Extinct
BM66303,Non Extinct
BM64658,Non Extinct
BM62325,Non Extinct
BM62344,Non Extinct
BM31301,Non Extinct
BM65904,Non Extinct
BM66069,Non Extinct
BM66070,Non Extinct
BM66072,Non Extinct
BM66074,Non Extinct
BM66147,Non Extinct
BM66159,Non Extinct
BM55158,Non Extinct
BM55190,Non Extinct
BM55194,Non Extinct
BM64747,Non Extinct
BM60503,Non Extinct
BM60501,Non Extinct
BM60006,Non Extinct
BM67678,Non Extinct
BM67384,Non Extinct
BM22373,Non Extinct
BM57309,Non Extinct
BM63741,Non Extinct
BM57312,Non Extinct
BM66075,Non Extinct
BM66160,Non Extinct
BM66148,Non Extinct
BM66149,Non Extinct
BM66150,Non Extinct
BM65294,Non Extinct
BM60639,Extinct
BM60816,Non Extinct
BM67570,Non Extinct
BM67589,Non Extinct
BM67587,Non Extinct
BM67590,Non Extinct
BM62299,Non Extinct
BM65203,Non Extinct
BM66198,Non Extinct
BM63061,Non Extinct
BM67578,Non Extinct
BM65748,Non Extinct
BM68413,Non Extinct
BM68501,Non Extinct
BM68421,Non Extinct
BM68424,Non Extinct
BM68425,Non Extinct
BM64657,Non Extinct
BM68738,Non Extinct
BM68739,Non Extinct
BM68741,Non Extinct
BM60099,Non Extinct
BM60108,Extinct
BM65905,Non Extinct
BM65620,Non Extinct
BM64409,Extinct
BM57131,Extinct
BM58395,Extinct
BM60642,Extinct
BM60645,Non Extinct
BM67468,Non Extinct
BM68795,Non Extinct
BM68107,Non Extinct
BM68430,Non Extinct
BM68250,Non Extinct
BM68104,Non Extinct
BM63371,Non Extinct
BM63372,Non Extinct
BM66761,Non Extinct
BM66060,Non Extinct
BM66063,Non Extinct
BM66763,Non Extinct
BM66068,Non Extinct
BM66071,Non Extinct
BM66065,Non Extinct
BM68530,Non Extinct
BM68528,Non Extinct
BM55151,Non Extinct
BM55154,Non Extinct
BM68529,Non Extinct
BM65789,Non Extinct
BM66456,Non Extinct
BM66459,Non Extinct
BM8998,Extinct
BM68230,Non Extinct
BM68124,Non Extinct
BM68129,Non Extinct
BM68130,Non Extinct
BM68132,Non Extinct
BM68133,Non Extinct
BM68122,Non Extinct
BM63229,Non Extinct
BM67388,Non Extinct
BM67044,Non Extinct
BM59150,Extinct
BM58964,Extinct
BM64288,Non Extinct
BM4252,Non Extinct
BM53993,Non Extinct
BM20156,Non Extinct
BM66151,Non Extinct
BM7185,Non Extinct
BM66460,Non Extinct
BM66461,Non Extinct
BM66462,Non Extinct
BM65790,Non Extinct
BM62150,Non Extinct
BM68123,Non Extinct
BM68131,Non Extinct
BM68229,Non Extinct
BM68231,Non Extinct
BM68232,Non Extinct
BM68277,Non Extinct
BM68737,Non Extinct
BM68740,Non Extinct
BM67047,Non Extinct
BM67374,Non Extinct
BM3116,Non Extinct
BM67376,Non Extinct
BM66073,Non Extinct
BM58967,Extinct
BM68750,Non Extinct
BM66617,Extinct
BM57300,Non Extinct
BM62302,Non Extinct
BM66411,Non Extinct
BM62158,Non Extinct
BM62155,Non Extinct
BM68731,Non Extinct
BM68845,Non Extinct
BM66730,Non Extinct
BM65032,Extinct
BM65033,Extinct
BM65035,Extinct
BM51452,Non Extinct
BM21057,Non Extinct
BM56358,Non Extinct
BM68749,Non Extinct
BM54218,Extinct
BM54221,Extinct
BM54225,Extinct
BM64537,Non Extinct
BM65036,Extinct
BM68673,Non Extinct
BM65038,Extinct
BM65039,Extinct
BM39038,Non Extinct
BM9015,Non Extinct
BM68771,Non Extinct
BM68772,Non Extinct
BM68773,Non Extinct
BM64815,Extinct
BM54228,Extinct
BM58396,Extinct
BM64816,Extinct
BM67380,Non Extinct
BM55202,Non Extinct
BM65710,Non Extinct
BM66441,Non Extinct
BM66444,Non Extinct
BM65369,Non Extinct
BM65370,Non Extinct
BM68278,Non Extinct
BM68279,Non Extinct
BM51850,Non Extinct
BM62000,Non Extinct
BM9253,Non Extinct
BM67664,Non Extinct
BM65154,Non Extinct
BM47109,Non Extinct
BM66091,Non Extinct
BM66469,Non Extinct
BM66473,Non Extinct
BM66474,Non Extinct
BM65891,Non Extinct
BM58968,Extinct
BM8911,Extinct
BM64324,Extinct
BM65892,Non Extinct
BM52031,Non Extinct
BM55195,Non Extinct
BM65357,Non Extinct
BM65690,Non Extinct
BM65692,Non Extinct
BM8982,Extinct
BM8985,Extinct
BM60520,Non Extinct
BM63531,Non Extinct
BM3118,Non Extinct
BM3110,Non Extinct
BM3111,Non Extinct
BM46694,Non Extinct
BM63989,Extinct
BM65020,Non Extinct
BM66059,Non Extinct
BM8966,Extinct
BM66061,Non Extinct
BM66452,Non Extinct
BM66455,Non Extinct
BM66062,Non Extinct
BM66412,Non Extinct
BM68770,Non Extinct
BM68767,Non Extinct
BM65694,Non Extinct
BM68768,Non Extinct
BM65698,Non Extinct
BM65699,Non Extinct
BM65700,Non Extinct
BM56596,Non Extinct
BM60771,Non Extinct
BM62327,Non Extinct
BM62332,Non Extinct
BM62312,Non Extinct
BM62308,Non Extinct
BM65201,Non Extinct
BM68105,Non Extinct
BM56587,Non Extinct
BM46687,Non Extinct
BM46980,Non Extinct
BM47007,Non Extinct
BM56593,Non Extinct
BM3113,Non Extinct
BM3114,Non Extinct
BM56599,Non Extinct
BM16690,Non Extinct
BM42896,Non Extinct
BM66066,Non Extinct
BM66064,Non Extinct
BM66067,Non Extinct
BM46653,Non Extinct
BM68419,Extinct
BM9068,Extinct
BM65545,Non Extinct
BM65546,Non Extinct
BM65358,Non Extinct
BM65359,Non Extinct
BM65360,Non Extinct
BM65361,Non Extinct
BM65701,Non Extinct
BM65702,Extinct
BM65703,Extinct
BM65704,Extinct
BM65705,Extinct
BM65706,Extinct
BM65707,Extinct
BM65679,Non Extinct
BM67383,Non Extinct
BM65119,Non Extinct
BM60702,Non Extinct
BM47009,Non Extinct
BM8970,Extinct
BM8971,Extinct
BM8973,Extinct
BM66053,Non Extinct
BM8974,Extinct
BM68799,Non Extinct
BM68800,Non Extinct
BM55152,Non Extinct
BM55155,Non Extinct
BM54659,Non Extinct
BM65912,Non Extinct
BM65913,Non Extinct
BM65914,Non Extinct
BM65915,Non Extinct
BM65250,Non Extinct
BM65766,Non Extinct
BM65788,Non Extinct
BM21056,Non Extinct
BM47006,Non Extinct
BM47196,Non Extinct
BM68676,Non Extinct
BM8975,Extinct
BM8934,Extinct
BM41099,Non Extinct
BM8951,Extinct
BM60012,Extinct
BM8968,Extinct
BM66100,Non Extinct
BM64339,Non Extinct
BM64340,Non Extinct
BM58047,Non Extinct
BM58063,Non Extinct
BM63754,Non Extinct
BM55423,Non Extinct
BM60789,Non Extinct
BM12388,Non Extinct
BM59214,Non Extinct
BM60009,Non Extinct
BM67550,Extinct
BM67350,Non Extinct
BM64842,Non Extinct
BM64843,Non Extinct
BM64659,Non Extinct
BM12389,Non Extinct
BM67573,Non Extinct
BM63559,Non Extinct
BM68021,Non Extinct
BM63566,Non Extinct
BM68022,Non Extinct
BM68023,Non Extinct
BM60089,Non Extinct
BM60091,Non Extinct
BM59727,Non Extinct
BM59729,Non Extinct
BM59731,Non Extinct
BM40477,Non Extinct
BM57811,Non Extinct
BM6860,Non Extinct
BM6862,Non Extinct
BM57815,Non Extinct
BM27215,Non Extinct
BM35648,Non Extinct
BM65628,Non Extinct
BM65254,Non Extinct
BM41206,Non Extinct
BM60087,Non Extinct
BM68240,Non Extinct
BM68515,Non Extinct
BM68517,Non Extinct
BM49009,Non Extinct
BM68025,Non Extinct
BM68028,Non Extinct
BM58716,Non Extinct
BM57779,Non Extinct
BM56768,Non Extinct
BM61918,Non Extinct
BM57810,Non Extinct
BM40483,Non Extinct
BM40008,Non Extinct
BM55355,Non Extinct
BM54129,Non Extinct
BM68519,Non Extinct
BM68521,Non Extinct
BM68029,Non Extinct
BM68030,Non Extinct
BM68026,Non Extinct
BM58720,Non Extinct
BM58731,Non Extinct
BM60902,Non Extinct
BM21055,Non Extinct
BM63924,Non Extinct
BM56105,Non Extinct
BM55118,Non Extinct
BM62616,Non Extinct
BM64847,Non Extinct
BM64620,Non Extinct
BM1112,Non Extinct
BM1090,Non Extinct
BM66188,Non Extinct
BM32829,Non Extinct
BM40732,Extinct
BM68485,Non Extinct
BM58425,Non Extinct
BM65533,Non Extinct
BM67642,Non Extinct
BM68308,Non Extinct
BM68309,Non Extinct
BM58438,Non Extinct
BM60689,Non Extinct
BM56590,Non Extinct
BM56594,Non Extinct
BM60010,Non Extinct
BM60255,Non Extinct
BM60011,Non Extinct
BM67497,Non Extinct
BM60611,Non Extinct
BM60594,Non Extinct
BM10051,Non Extinct
BM64223,Non Extinct
BM67571,Non Extinct
BM68491,Non Extinct
BM54542,Non Extinct
BM68492,Non Extinct
BM65539,Non Extinct
BM65541,Non Extinct
BM56758,Non Extinct
BM66575,Non Extinct
BM66576,Non Extinct
BM67631,Non Extinct
BM49466,Non Extinct
BM56455,Non Extinct
BM22020,Extinct
BM65256,Non Extinct
BM22171,Extinct
BM20211,Extinct
BM20759,Extinct
BM63073,Non Extinct
BM65065,Non Extinct
BM68088,Non Extinct
BM65140,Extinct
BM56762,Non Extinct
BM57409,Non Extinct
BM57412,Non Extinct
BM60692,Non Extinct
BM61629,Non Extinct
BM68494,Non Extinct
BM68493,Non Extinct
BM67242,Non Extinct
BM68495,Non Extinct
BM63448,Non Extinct
BM54499,Non Extinct
BM65164,Non Extinct
BM65165,Non Extinct
BM10066,Non Extinct
BM67647,Non Extinct
BM67648,Non Extinct
BM20235,Extinct
BM20238,Extinct
BM20241,Extinct
BM23222,Extinct
BM65158,Extinct
BM65159,Extinct
BM58788,Non Extinct
BM58791,Non Extinct
BM61727,Non Extinct
BM68801,Non Extinct
BM59909,Non Extinct
BM63138,Non Extinct
BM67499,Non Extinct
BM67540,Extinct
BM66615,Non Extinct
BM6856,Non Extinct
BM6859,Non Extinct
BM67088,Non Extinct
BM19550,Non Extinct
BM55067,Non Extinct
BM59042,Non Extinct
BM66094,Non Extinct
BM66095,Non Extinct
BM67124,Non Extinct
BM59209,Non Extinct
BM66577,Non Extinct
BM35654,Non Extinct
BM50968,Non Extinct
BM50969,Non Extinct
BM65537,Non Extinct
BM64656,Non Extinct
BM50930,Non Extinct
BM66096,Non Extinct
BM66097,Non Extinct
BM59044,Non Extinct
BM59047,Non Extinct
BM59529,Non Extinct
BM62301,Non Extinct
BM60008,Non Extinct
BM7717,Non Extinct
BM39275,Non Extinct
BM48360,Non Extinct
BM7219,Non Extinct
BM28024,Non Extinct
BM67645,Non Extinct
BM11867,Non Extinct
BM10063,Non Extinct
BM1108,Non Extinct
BM66099,Non Extinct
BM46153,Non Extinct
BM68074,Non Extinct
BM60778,Non Extinct
BM60788,Extinct
BM59819,Extinct
BM66580,Non Extinct
BM66581,Non Extinct
BM60013,Non Extinct
BM43317,Non Extinct
BM59220,Non Extinct
BM56222,Non Extinct
BM67491,Non Extinct
BM50934,Non Extinct
BM50940,Non Extinct
BM67493,Non Extinct
BM67494,Non Extinct
BM67492,Non Extinct
BM65255,Non Extinct
BM47210,Non Extinct
BM56544,Extinct
BM9026,Non Extinct
BM56549,Extinct
BM68522,Non Extinct
BM68602,Non Extinct
BM56127,Non Extinct
BM60900,Non Extinct
BM60661,Non Extinct
BM55123,Non Extinct
BM56106,Non Extinct
BM68486,Non Extinct
BM68487,Non Extinct
BM68488,Non Extinct
BM55149,Non Extinct
BM50989,Non Extinct
BM50942,Non Extinct
BM50991,Non Extinct
BM67495,Non Extinct
BM50952,Non Extinct
BM67496,Non Extinct
BM67498,Non Extinct
BM68527,Non Extinct
BM63124,Non Extinct
BM7195,Non Extinct
BM67856,Non Extinct
BM7201,Non Extinct
BM56152,Non Extinct
BM56153,Non Extinct
BM56130,Non Extinct
BM55174,Non Extinct
BM55177,Non Extinct
BM63916,Non Extinct
BM50938,Non Extinct
BM67541,Non Extinct
BM65544,Non Extinct
BM50955,Non Extinct
BM50928,Non Extinct
BM50943,Non Extinct
BM68531,Non Extinct
BM50950,Non Extinct
BM59213,Non Extinct
BM56137,Non Extinct
BM65831,Non Extinct
BM67706,Non Extinct
BM67708,Non Extinct
BM66137,Non Extinct
BM66138,Non Extinct
BM60096,Non Extinct
BM35647,Non Extinct
BM35649,Non Extinct
BM50956,Non Extinct
BM64286,Non Extinct
BM66035,Non Extinct
BM50990,Non Extinct
BM13455,Non Extinct
BM60896,Non Extinct
BM4238,Non Extinct
BM64261,Non Extinct
BM50992,Non Extinct
BM59219,Non Extinct
BM9063,Non Extinct
BM63118,Non Extinct
BM59054,Non Extinct
BM59215,Non Extinct
BM3877,Non Extinct
BM7718,Non Extinct
BM62017,Non Extinct
BM62208,Non Extinct
BM67542,Non Extinct
BM67543,Non Extinct
BM67544,Non Extinct
BM50995,Non Extinct
BM22213,Non Extinct
BM67545,Non Extinct
BM68489,Non Extinct
BM68490,Non Extinct
BM68312,Non Extinct
BM68313,Non Extinct
BM68314,Non Extinct
BM61636,Non Extinct
BM61882,Non Extinct
BM40022,Non Extinct
BM41857,Non Extinct
BM40482,Non Extinct
BM40484,Non Extinct
BM67548,Non Extinct
BM67549,Non Extinct
BM68310,Non Extinct
BM59066,Non Extinct
BM66079,Non Extinct
BM66298,Non Extinct
BM67641,Non Extinct
BM68513,Non Extinct
BM6497,Non Extinct
BM52192,Extinct
BM42046,Non Extinct
BM64084,Non Extinct
BM56667,Non Extinct
BM64013,Non Extinct
BM66598,Non Extinct
BM65448,Non Extinct
BM63635,Non Extinct
BM63116,Non Extinct
BM63119,Non Extinct
BM64232,Non Extinct
BM54104,Non Extinct
BM66210,Non Extinct
BM16835,Non Extinct
BM16836,Non Extinct
BM67264,Non Extinct
BM66767,Non Extinct
BM1913,Non Extinct
BM42036,Non Extinct
BM66021,Extinct
BM63353,Non Extinct
BM65678,Non Extinct
BM11561,Extinct
BM65896,Non Extinct
BM65897,Non Extinct
BM67358,Non Extinct
BM66768,Non Extinct
BM54688,Non Extinct
BM67344,Non Extinct
BM66769,Non Extinct
BM67341,Non Extinct
BM12391,Non Extinct
BM65515,Non Extinct
BM66186,Non Extinct
BM67345,Non Extinct
BM67347,Non Extinct
BM67348,Non Extinct
BM67637,Extinct
BM65452,Non Extinct
BM65450,Non Extinct
BM62954,Non Extinct
BM65455,Non Extinct
BM65456,Non Extinct
BM62219,Non Extinct
BM12443,Non Extinct
BM11317,Non Extinct
BM20806,Non Extinct
BM66722,Non Extinct
BM68121,Non Extinct
BM68468,Non Extinct
BM63127,Non Extinct
BM63560,Non Extinct
BM63114,Non Extinct
BM63117,Non Extinct
BM63120,Non Extinct
BM67671,Non Extinct
BM65461,Non Extinct
BM65617,Non Extinct
BM65412,Non Extinct
BM47806,Non Extinct
BM47812,Non Extinct
BM63359,Non Extinct
BM62957,Extinct
BM62797,Non Extinct
BM62959,Non Extinct
BM62968,Non Extinct
BM62803,Non Extinct
BM62806,Non Extinct
BM63123,Non Extinct
BM63126,Non Extinct
BM66725,Non Extinct
BM16842,Non Extinct
BM60832,Non Extinct
BM62094,Non Extinct
BM62096,Non Extinct
BM49471,Non Extinct
BM58110,Non Extinct
BM59553,Non Extinct
BM59749,Non Extinct
BM62814,Non Extinct
BM63181,Non Extinct
BM65137,Extinct
BM67332,Non Extinct
BM65138,Extinct
BM65540,Non Extinct
BM65542,Non Extinct
BM14102,Extinct
BM58552,Extinct
BM63974,Non Extinct
BM55396,Non Extinct
BM41112,Extinct
BM10064,Non Extinct
BM65536,Non Extinct
BM66770,Non Extinct
BM66771,Non Extinct
BM66772,Non Extinct
BM66773,Non Extinct
BM67574,Non Extinct
BM67577,Non Extinct
BM66774,Non Extinct
BM66775,Non Extinct
BM67581,Non Extinct
BM67315,Non Extinct
BM61563,Non Extinct
BM35053,Non Extinct
BM59554,Non Extinct
BM59917,Non Extinct
BM46242,Non Extinct
BM6470,Non Extinct
BM6474,Non Extinct
BM6487,Non Extinct
BM57739,Non Extinct
BM57741,Non Extinct
BM8999,Extinct
BM8927,Extinct
BM44820,Extinct
BM52177,Non Extinct
BM62142,Non Extinct
BM62148,Non Extinct
BM61138,Non Extinct
BM67360,Non Extinct
BM67583,Non Extinct
BM68420,Non Extinct
BM68114,Non Extinct
BM68116,Non Extinct
BM68117,Non Extinct
BM68119,Non Extinct
BM68120,Non Extinct
BM68423,Non Extinct
BM68428,Non Extinct
BM68108,Non Extinct
BM57350,Non Extinct
BM60649,Non Extinct
BM64090,Non Extinct
BM59102,Non Extinct
BM57348,Non Extinct
BM64091,Extinct
BM9256,Non Extinct
BM64853,Extinct
BM4260,Non Extinct
BM62645,Non Extinct
BM64854,Extinct
BM20149,Extinct
BM20206,Extinct
BM68127,Non Extinct
BM68460,Non Extinct
BM68463,Non Extinct
BM68466,Non Extinct
BM65462,Non Extinct
BM68459,Non Extinct
BM6011,Non Extinct
BM57346,Non Extinct
BM57345,Non Extinct
BM57344,Non Extinct
BM20161,Extinct
BM20033,Extinct
BM20089,Extinct
BM6572,Non Extinct
BM64230,Non Extinct
BM20139,Extinct
BM20154,Extinct
BM20164,Extinct
BM20175,Extinct
BM20181,Extinct
BM68461,Non Extinct
BM68462,Non Extinct
BM67863,Non Extinct
BM64063,Non Extinct
BM68464,Non Extinct
BM64064,Non Extinct
BM68191,Non Extinct
BM61044,Non Extinct
BM6012,Non Extinct
BM60833,Non Extinct
BM22372,Non Extinct
BM63972,Non Extinct
BM59752,Non Extinct
BM12381,Non Extinct
BM58709,Non Extinct
BM68115,Non Extinct
BM56059,Non Extinct
BM68118,Non Extinct
BM68128,Non Extinct
BM6493,Non Extinct
BM67317,Non Extinct
BM67465,Non Extinct
BM65040,Extinct
BM64262,Non Extinct
BM62774,Non Extinct
BM62928,Non Extinct
BM67361,Non Extinct
BM65445,Non Extinct
BM20187,Extinct
BM20192,Extinct
BM20202,Extinct
BM6881,Non Extinct
BM67858,Non Extinct
BM67859,Non Extinct
BM64536,Extinct
BM67028,Non Extinct
BM20090,Extinct
BM20102,Extinct
BM4284,Non Extinct
BM30875,Extinct
BM43512,Non Extinct
BM66044,Non Extinct
BM1111,Non Extinct
BM67113,Non Extinct
BM46056,Extinct
BM54684,Non Extinct
BM54685,Non Extinct
BM25029,Extinct
BM53747,Non Extinct
BM65723,Non Extinct
BM65538,Non Extinct
BM67161,Non Extinct
BM66139,Non Extinct
BM62232,Non Extinct
BM48542,Non Extinct
BM68458,Non Extinct
BM68457,Non Extinct
BM68456,Non Extinct
BM64231,Non Extinct
BM8976,Extinct
BM8993,Extinct
BM62477,Non Extinct
BM63125,Non Extinct
BM6810,Non Extinct
BM18128,Extinct
BM63113,Non Extinct
BM67857,Non Extinct
BM62851,Non Extinct
BM51098,Non Extinct
BM51109,Non Extinct
BM51100,Non Extinct
BM63373,Non Extinct
BM58102,Non Extinct
BM43360,Non Extinct
BM51359,Non Extinct
BM68188,Non Extinct
BM62360,Non Extinct
BM27280,Non Extinct
BM67410,Non Extinct
BM67248,Extinct
BM53376,Extinct
BM56239,Extinct
BM56237,Extinct
BM62117,Extinct
BM60758,Non Extinct
BM66247,Non Extinct
BM46176,Non Extinct
BM59560,Non Extinct
BM29426,Non Extinct
BM64168,Non Extinct
BM66728,Non Extinct
BM66983,Non Extinct
BM54583,Non Extinct
BM35624,Non Extinct
BM68769,Non Extinct
BM3885,Non Extinct
BM3884,Non Extinct
BM3881,Non Extinct
BM3879,Non Extinct
BM60071,Non Extinct
BM60080,Non Extinct
BM60105,Non Extinct
BM64089,Non Extinct
BM66248,Non Extinct
BM65118,Non Extinct
BM66824,Non Extinct
BM54186,Non Extinct
BM51852,Non Extinct
BM66986,Non Extinct
BM54582,Non Extinct
BM54581,Non Extinct
BM44202,Non Extinct
BM49710,Non Extinct
BM58431,Non Extinct
BM68555,Non Extinct
BM68536,Non Extinct
BM63589,Non Extinct
BM64263,Non Extinct
BM64285,Non Extinct
BM63597,Non Extinct
BM63594,Non Extinct
BM63595,Non Extinct
BM65117,Non Extinct
BM67120,Extinct
BM67122,Extinct
BM3890,Non Extinct
BM56686,Non Extinct
BM61780,Non Extinct
BM63400,Non Extinct
BM61554,Non Extinct
BM45018,Non Extinct
BM64734,Non Extinct
BM59559,Non Extinct
BM61553,Non Extinct
BM40478,Non Extinct
BM63596,Non Extinct
BM63592,Non Extinct
BM63590,Non Extinct
BM65173,Non Extinct
BM64160,Non Extinct
BM64161,Non Extinct
BM64162,Non Extinct
BM68539,Non Extinct
BM57459,Non Extinct
BM57462,Non Extinct
BM63348,Non Extinct
BM66729,Non Extinct
BM67588,Non Extinct
BM40014,Non Extinct
BM40017,Non Extinct
BM50099,Non Extinct
BM67089,Non Extinct
BM67090,Non Extinct
BM54756,Non Extinct
BM12291,Non Extinct
BM16499,Non Extinct
BM64165,Non Extinct
BM64163,Non Extinct
BM64164,Non Extinct
BM65680,Non Extinct
BM68542,Non Extinct
BM68552,Non Extinct
BM68548,Non Extinct
BM68549,Non Extinct
BM64166,Non Extinct
BM64167,Non Extinct
BM68551,Non Extinct
BM64085,Extinct
BM67767,Non Extinct
BM49694,Non Extinct
BM49711,Non Extinct
BM49647,Non Extinct
BM64861,Non Extinct
BM31077,Non Extinct
BM59564,Non Extinct
BM34488,Non Extinct
BM42401,Non Extinct
BM68554,Non Extinct
BM68557,Non Extinct
BM68558,Non Extinct
BM68547,Non Extinct
BM68550,Non Extinct
BM68553,Non Extinct
BM68556,Non Extinct
BM68559,Non Extinct
BM68560,Non Extinct
BM67658,Non Extinct
BM67657,Non Extinct
BM57256,Non Extinct
BM64538,Non Extinct
BM64540,Non Extinct
BM1056,Non Extinct
BM66302,Non Extinct
BM66301,Non Extinct
BM67643,Non Extinct
BM24464,Non Extinct
BM11627,Non Extinct
BM65063,Non Extinct
BM68569,Non Extinct
BM68570,Non Extinct
BM68571,Non Extinct
BM68572,Non Extinct
BM68573,Non Extinct
BM68574,Non Extinct
BM68546,Non Extinct
BM62757,Non Extinct
BM5833,Non Extinct
BM67644,Non Extinct
BM49674,Non Extinct
BM66680,Non Extinct
BM49642,Non Extinct
BM60062,Non Extinct
BM64257,Non Extinct
BM59546,Non Extinct
BM1156,Non Extinct
BM1153,Non Extinct
BM22401,Non Extinct
BM66764,Non Extinct
BM13387,Non Extinct
BM17981,Non Extinct
BM8954,Non Extinct
BM60636,Extinct
BM8917,Non Extinct
BM8919,Non Extinct
BM8920,Non Extinct
BM8922,Non Extinct
BM8912,Non Extinct
BM61544,Non Extinct
BM7501,Non Extinct
BM44789,Extinct
BM14341,Non Extinct
BM68242,Extinct
BM9017,Extinct
BM18552,Non Extinct
BM9022,Extinct
BM8925,Non Extinct
BM8940,Non Extinct
BM8942,Non Extinct
BM8918,Non Extinct
BM8931,Non Extinct
BM8937,Non Extinct
BM8941,Non Extinct
BM8953,Non Extinct
BM55135,Non Extinct
BM20124,Extinct
BM20132,Extinct
BM20106,Extinct
BM20107,Extinct
BM20109,Extinct
BM66458,Non Extinct
